	model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
335	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'ValueSpecification')]	[]	[]	[]	[{'term_id': 'OBI:0003549', 'term_label': 'lower limit of detection', 'pred': 'subClassOf', 'expected_tgt': 'ValueSpecification', 'outcome': 'true_positive'}]	LowerLimitOfDetection	lower limit of detection	A value specification that specifies the smallest concentration/amount of a substance that can be detected in an analyte assay.		[{'predicate': 'subClassOf', 'target': 'ValueSpecification'}]		OBI:0003549	[{'predicate': 'subClassOf', 'target': 'ValueSpecification'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
336	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'EnzymeLinkedImmunosorbentAssay')]	[]	[]	['EnzymeLinkedImmunosorbentAssay']	[{'term_id': 'OBI:0003545', 'term_label': 'ELISA measuring Chikungunya IgM antibody', 'pred': 'subClassOf', 'expected_tgt': 'EnzymeLinkedImmunosorbentAssay', 'outcome': 'true_positive'}]	ELISAMeasuringChikungunyaIgMAntibody	ELISA measuring Chikungunya IgM antibody	An enzyme-linked immunosorbent assay that detects the IgM antibody that binds Chikungunya.		[{'predicate': 'subClassOf', 'target': 'EnzymeLinkedImmunosorbentAssay'}]		OBI:0003545	[{'predicate': 'subClassOf', 'target': 'EnzymeLinkedImmunosorbentAssay'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
337	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'OrganismDetectionDatum')]	[]	[]	['BoneMarrowAssayDatum']	[{'term_id': 'OBI:0003579', 'term_label': 'bone marrow microbiology datum', 'pred': 'subClassOf', 'expected_tgt': 'OrganismDetectionDatum', 'outcome': 'true_positive'}]	BoneMarrowMicrobiologyDatum	bone marrow microbiology datum	An organism detection datum that is the specified output of a bone marrow microbiology assay.		[{'predicate': 'subClassOf', 'target': 'OrganismDetectionDatum'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'OrganismDetectionDatum'}, {'predicate': 'IsSpecifiedOutputOf', 'target': 'BoneMarrowMicrobiologyAssay'}]	OBI:0003579	[{'predicate': 'subClassOf', 'target': 'OrganismDetectionDatum'}, {'predicate': 'subClassOf', 'target': 'BoneMarrowAssayDatum'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0								
338	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'FunctionalAssessmentOfIndividual')]	['FunctionalAssessment']	[]	LimbCoordinationAssessment	limb coordination assessment	A functional assessment of an individual's ability to coordinate limb movement.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003530	[{'predicate': 'subClassOf', 'target': 'FunctionalAssessment'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
339	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	1.0	[]	[('subClassOf', 'RawImageDataSet')]	[]	[('subClassOf', 'MagneticResonanceImageDataSet')]	[]	[{'term_id': 'OBI:0003354', 'term_label': 'raw magnetic resonance image data set', 'pred': 'subClassOf', 'expected_tgt': 'RawImageDataSet', 'outcome': 'true_positive'}]	RawMagneticResonanceImageDataSet	raw magnetic resonance image data set	An image data set that is the direct output of an magnetic resonance imaging assay and whose values encode spatial frequencies produced by the NMR or MRI instrument.		[{'predicate': 'subClassOf', 'target': 'MagneticResonanceImageDataSet'}, {'predicate': 'subClassOf', 'target': 'RawImageDataSet'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RawImageDataSet'}, {'predicate': 'IsAbout', 'target': 'MagneticResonanceImagingParticipant'}, {'predicate': 'IsSpecifiedOutputOf', 'target': 'MagneticResonanceImagingAssay'}]	OBI:0003354	[{'predicate': 'subClassOf', 'target': 'RawImageDataSet'}]	1.0	0.5	0.6666666666666666	0.5	0.0	1	0	0	1								
340	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'Staining')]	[]	[]	[]	[{'term_id': 'OBI:0003585', 'term_label': 'carboxyfluorescein succinimidyl ester staining', 'pred': 'subClassOf', 'expected_tgt': 'Staining', 'outcome': 'true_positive'}]	CarboxyfluoresceinSuccinimidylEsterStaining	carboxyfluorescein succinimidyl ester staining	Staining using carboxyfluorescein succinimidyl ester.		[{'predicate': 'subClassOf', 'target': 'Staining'}]		OBI:0003585	[{'predicate': 'subClassOf', 'target': 'Staining'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
341	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'FunctionalAssessmentOfIndividual')]	['FunctionalAssessment']	[]	SpontaneousSpeechAssessment	spontaneous speech assessment	A functional assessment of an individual's ability to articulate spoken words.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003529	[{'predicate': 'subClassOf', 'target': 'FunctionalAssessment'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
342	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'FunctionalAssessmentOfIndividual')]	['FunctionalAssessment']	[]	FingerTapsAssessment	finger taps assessment	A functional assessment of an individual's ability to touch their finger-tip to thumb as many times as possible during a specified duration of time.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003510	[{'predicate': 'HasSpecifiedOutput', 'target': 'CategoricalMeasurementDatum'}, {'predicate': 'subClassOf', 'target': 'FunctionalAssessment'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
343	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'DataSet')]	[]	[]	[]	[{'term_id': 'OBI:0003327', 'term_label': 'image data set', 'pred': 'subClassOf', 'expected_tgt': 'DataSet', 'outcome': 'true_positive'}]	ImageDataSet	image data set	A data set that is comprised of multidimensional structured measurements and metadata required for a morphological representation of an entity. An image data set can be the source from which an image (such as a 2D image using pixels or a 3D image using voxels) is produced.		[{'predicate': 'IsAbout', 'target': 'Entity'}, {'predicate': 'subClassOf', 'target': 'DataSet'}]		OBI:0003327	[{'predicate': 'subClassOf', 'target': 'DataSet'}]	1.0	0.5	0.6666666666666666	0.5	0.0	1	0	0	1								
344	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'PhysicalExaminationOfAnOrganism')]	['PhysicalExaminationOfAnIndividual']	[]	FunctionalAssessmentOfIndividual	functional assessment of individual	A physical examination of an individual's ability to perform functional activities.		[{'predicate': 'subClassOf', 'target': 'PhysicalExaminationOfAnOrganism'}]		OBI:0003501	[{'predicate': 'subClassOf', 'target': 'PhysicalExaminationOfAnIndividual'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
345	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'LimbCoordinationAssessment')]	['Assessment']	[]	UpperLimbCoordinationAssessment	upper limb coordination assessment	A limb coordination assessment designed to assess an individual's ability to coordinate upper limb movement.		[{'predicate': 'subClassOf', 'target': 'LimbCoordinationAssessment'}]		OBI:0003531	[{'predicate': 'subClassOf', 'target': 'Assessment'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
346	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'FunctionalAssessmentOfIndividual')]	['FunctionalAssessment']	[]	PositionSenseAssessment	position sense assessment	A functional assessment of an individual's ability to sense the position of a finger or toe that has been manipulated by minimal random movements.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003516	[{'predicate': 'subClassOf', 'target': 'FunctionalAssessment'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
347	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'CellViabilityAssay')]	[]	[]	[]	[{'term_id': 'OBI:0003584', 'term_label': 'cell viability assay using Annexin V staining', 'pred': 'subClassOf', 'expected_tgt': 'CellViabilityAssay', 'outcome': 'true_positive'}]	CellViabilityAssayUsingAnnexinVStaining	cell viability assay using Annexin V staining	A cell viability assay that uses Annexin V staining to detect apoptotic cells.		[{'predicate': 'subClassOf', 'target': 'CellViabilityAssay'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellViabilityAssay'}, {'predicate': 'HasPart', 'target': 'AnnexinVStaining'}]	OBI:0003584	[{'predicate': 'subClassOf', 'target': 'CellViabilityAssay'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
348	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'LimitsOfStabilityAssessment')]	[]	[]	[]	[{'term_id': 'OBI:0003519', 'term_label': 'sitting posture assessment', 'pred': 'subClassOf', 'expected_tgt': 'LimitsOfStabilityAssessment', 'outcome': 'true_positive'}]	SittingPostureAssessment	sitting posture assessment	A limits of stability assessment designed to assess an individual's ability to maintain unsupported posture while sitting over a given time period.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003519	[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
349	gpt-4	openai:	False	2023-09-02 14:51:53.620961	2023-09-02 14:54:23.434579	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_obi		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_obi_training', 'testing_set_collection': 'ont_obi_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.62, 'recall': 0.59, 'f1_score': 0.5926666666666668, 'accuracy': 0.56, 'specificity': 0.0, 'true_positives': 34, 'true_negatives': 0, 'false_positives': 26, 'false_negatives': 28}	obi	subClassOf	1	0	0.0	[]	[('subClassOf', 'LimitsOfStabilityAssessment')]	[]	[]	[]	[{'term_id': 'OBI:0003520', 'term_label': 'stance feet apart assessment', 'pred': 'subClassOf', 'expected_tgt': 'LimitsOfStabilityAssessment', 'outcome': 'true_positive'}]	StanceFeetApartAssessment	stance feet apart assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet 20 cm apart.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003520	[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
350	gpt-4	openai:	False	2023-09-02 14:59:44.618102	2023-09-02 15:03:24.509734	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.452, 'recall': 0.44666666666666655, 'f1_score': 0.44233333333333325, 'accuracy': 0.397, 'specificity': 0.0, 'true_positives': 43, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'CellularComponentAssembly')]	[]	[]	[]	[{'term_id': 'GO:0160073', 'term_label': 'Casparian strip assembly', 'pred': 'subClassOf', 'expected_tgt': 'CellularComponentAssembly', 'outcome': 'true_positive'}]	CasparianStripAssembly	Casparian strip assembly	The aggregation, arrangement and bonding together of a set of components to form a Casparian strip, a region of plant cell wall specialised to act as a seal to prevent back leakage of secreted material.		[{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}, {'predicate': 'subClassOf', 'target': 'CellularComponentAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularComponentAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}]	GO:0160073	[{'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}, {'predicate': 'subClassOf', 'target': 'CellularComponentAssembly'}]	1.0	0.6666666666666666	0.8	0.6666666666666666	0.0	2	0	0	1								
351	gpt-4	openai:	False	2023-09-02 14:59:44.618102	2023-09-02 15:03:24.509734	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.452, 'recall': 0.44666666666666655, 'f1_score': 0.44233333333333325, 'accuracy': 0.397, 'specificity': 0.0, 'true_positives': 43, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'RadialSpokeBase')]	[]	[]	[]	[{'term_id': 'GO:0120340', 'term_label': 'radial spoke base 1', 'pred': 'subClassOf', 'expected_tgt': 'RadialSpokeBase', 'outcome': 'true_positive'}]	RadialSpokeBase1	radial spoke base 1	The short portion of the radial spoke 1 (RS1) that is directly anchored to the A microtubule of an axonemal microtubule doublet.		[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RadialSpokeBase'}, {'predicate': 'PartOf', 'target': 'RadialSpoke1'}]	GO:0120340	[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
352	gpt-4	openai:	False	2023-09-02 14:59:44.618102	2023-09-02 15:03:24.509734	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.452, 'recall': 0.44666666666666655, 'f1_score': 0.44233333333333325, 'accuracy': 0.397, 'specificity': 0.0, 'true_positives': 43, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'GProteinCoupledReceptorSignalingPathway')]	[]	[]	['GProteinCoupledReceptorSignalingPathway']	[{'term_id': 'GO:0140986', 'term_label': 'G protein-coupled chemorepellent receptor signaling pathway', 'pred': 'subClassOf', 'expected_tgt': 'GProteinCoupledReceptorSignalingPathway', 'outcome': 'true_positive'}]	GProteinCoupledChemorepellentReceptorSignalingPathway	G protein-coupled chemorepellent receptor signaling pathway	A G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. cytoskeleton reorganization.		[{'predicate': 'subClassOf', 'target': 'GProteinCoupledReceptorSignalingPathway'}]		GO:0140986	[{'predicate': 'subClassOf', 'target': 'GProteinCoupledReceptorSignalingPathway'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
353	gpt-4	openai:	False	2023-09-02 14:59:44.618102	2023-09-02 15:03:24.509734	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.452, 'recall': 0.44666666666666655, 'f1_score': 0.44233333333333325, 'accuracy': 0.397, 'specificity': 0.0, 'true_positives': 43, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'DisruptionOfCellularAnatomicalStructureInAnotherOrganism')]	['DisruptionByOrganismOfCellularComponentInOtherOrganism']	[]	DisruptionOfExtracellularMatrixOfAnotherOrganism	disruption of extracellular matrix of another organism	The chemical reactions and pathways performed by an organism resulting in the breakdown of the extracellular matrix of another organism.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfCellularAnatomicalStructureInAnotherOrganism'}]		GO:0141041	[{'predicate': 'subClassOf', 'target': 'DisruptionByOrganismOfCellularComponentInOtherOrganism'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
