# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-08-29 23:16:44.936410'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_envo
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_envo_training
#   testing_set_collection: ont_envo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Pharmacy	pharmacy	A healthcare facility which is used to prepare, dispense, or sell medical drugs.		[{'predicate': 'subClassOf', 'target': 'HealthcareFacility'}]		ENVO:03501193	subclass of HealthcareFacility	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PlanetaryCryosphere	planetary cryosphere	A cryosphere which is part of a planet.		[{'predicate': 'PartOf', 'target': 'Planet'}, {'predicate': 'subClassOf', 'target': 'Cryosphere'}]		ENVO:03000144	The frozen component of a planet.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Utensil	utensil	A hand tool for domestic use, especially in the kitchen.		[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501327		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PetroleumOilRefinery	petroleum oil refinery	A refinery which is capable of processing petroleum oil.		[{'predicate': 'subClassOf', 'target': 'Refinery'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Refinery'}, {'predicate': 'CapableOf', 'target': '_:riog00017075'}]	ENVO:02000142	A refinery specifically designed for the refining or processing of petroleum oil.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WalkInClinic	walk-in clinic	A medical clinic which is used to provide services to walk-in patients.		[{'predicate': 'subClassOf', 'target': 'MedicalClinic'}]		ENVO:03501192	a type of medical clinic	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Supermarket	supermarket	A self-service shop offering a wide variety of food, beverages and household products, organized into sections.		[{'predicate': 'subClassOf', 'target': 'FoodShop'}]		ENVO:03501290	A type of food shop that offers a wide range of products to cater to the diverse needs of consumers. It is a large retail establishment where customers can find various food items, household products, and other commodities conveniently in one place.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ContaminatedLand	contaminated land	Land which has elevated levels of some contaminants or substances that are potentially hazardous to health or the environment.		[{'predicate': 'subClassOf', 'target': 'Land'}]		ENVO:03600073	Land that has been polluted or contaminated by hazardous substances to a level that exceeds acceptable limits or poses a potential risk to human health, wildlife, or the environment.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Pump	pump	A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501266		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PressureOfAtmosphericWaterVapour	pressure of atmospheric water vapour	The pressure of some atmospheric water vapour.		[{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}, {'predicate': 'subClassOf', 'target': 'Pressure'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Pressure'}, {'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}]	ENVO:09200033	The pressure exerted by atmospheric water vapor.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NetShortwaveRadiation	net shortwave radiation	Energy which has been absorbed by an astronomical body or its parts following that body's irradiation by shortwave radiation from a star.		[{'predicate': 'RealizedIn', 'target': 'StellarRadiation'}, {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}, {'predicate': 'subClassOf', 'target': 'Energy'}]		ENVO:06105265	The balance between incoming and outgoing shortwave radiation in the Earth's atmosphere, representing the difference between the amount of solar radiation absorbed by the Earth and the amount of solar radiation reflected back into space.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ChildCareEnvironment	child care environment	An anthropogenic environment which is designed for child care.		[{'predicate': 'HasPart', 'target': 'DayCareBuilding'}, {'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironment'}]		ENVO:03501333	The surroundings and conditions in which children are taken care of and provided with educational and developmental activities. It encompasses various physical, social, and educational aspects that contribute to the well-being and growth of children.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SiltyClay	silty clay	Clay which has a high proportion of silt in its composition.		[{'predicate': 'HasPart', 'target': 'Silt'}, {'predicate': 'subClassOf', 'target': 'Clay'}]		ENVO:06105280	A type of clay soil that includes a significant amount of silt particles in its composition.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NeonatalUnitFacility	neonatal unit facility	A hospital unit facility which is used to provide neonatal medical services.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501159	A specialized healthcare unit within a hospital that provides intensive medical care for newborn infants.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfAmmoniumInSeaWater	concentration of ammonium in sea water	The concentration of ammonium when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOfAmmoniumInLiquidWater'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021526'}]	ENVO:3100040	The concentration of ammonium when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
VacuumCleaner	vacuum cleaner	A device that causes suction in order to remove debris from surfaces.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251	A vacuum cleaner is a type of manufactured product that is designed and produced for the purpose of cleaning surfaces such as floors, carpets, and upholstery. It operates by creating suction to collect dirt, dust, and other debris from various surfaces and deposit it into a debris collection bag or container.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NutritionAndDieteticsUnitFacility	nutrition and dietetics unit facility	A hospital unit facility which is used to provide nutrition and dietetics services.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501163		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Trattoria	trattoria	A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.		[{'predicate': 'subClassOf', 'target': 'Restaurant'}]		ENVO:03501228		0.0	0.0	0.0	0.0	0.0	0	0	0	1
MeromicticPond	meromictic pond	A pond which has layers of water that do not intermix.		[{'predicate': 'subClassOf', 'target': 'Pond'}]		ENVO:03600043	A pond that has distinct layers of water that do not mix.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WastewaterTreatmentProcess	wastewater treatment process	A recycling process during which wastewater is treated		[{'predicate': 'subClassOf', 'target': 'RecyclingProcess'}]		ENVO:06105300	A process that involves the collection, purification, and recycling of wastewater to mitigate environmental pollution and facilitate its safe discharge back into the environment.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfCalciumCarbonateInSeaWater	concentration of calcium carbonate in sea water	The concentration of calcium carbonate when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOf'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021679'}]	ENVO:3100049	The concentration of calcium carbonate when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
PhysiotherapyUnitFacility	physiotherapy unit facility	A hospital unit facility which is used to provide physiotherapy.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501172	A specialized facility within a hospital that is designed and equipped specifically for the purpose of providing physiotherapy services to patients.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SnowCover	snow cover	An area density which inheres in snow distributed over an area of a landmass or other substrate.		[{'predicate': 'subClassOf', 'target': 'AreaDensity'}]		ENVO:03400003	The extent to which the ground is covered by snow. It is a physical phenomenon that occurs when precipitation in the form of snow falls onto the Earth's surface.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Dryer	dryer	A device designed to remove water or humidity.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284	A manufactured product that is used primarily for drying clothes.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PublicTransitSystem	public transit system	A constructed transport system which is owned by a government or other form of public representation.		[{'predicate': 'PartOf', 'target': 'PublicInfrastructure'}, {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'ConstructedTransportSystem'}]		ENVO:03501111	A network of transportation services provided by the government or public agencies for the public's use. It consists of various modes of transportation, such as buses, trains, trams, subways, ferries, and bike-sharing programs, interconnected through well-planned routes, schedules, and stations to facilitate the movement of people within a city or region. It supports community services and ensures equal opportunities for individuals to participate in the social and economic life of the community. It focuses on public accessibility, affordability, and sustainability, optimizing efficiency, reducing traffic congestion, and minimizing environmental impact. It utilizes smart technologies to enhance the user experience and responsiveness to community needs.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Photobioreactor	photobioreactor	A bioreactor which utilizes a light source to cultivate phototrophic microorganisms.		[{'predicate': 'subClassOf', 'target': 'Bioreactor'}]		ENVO:03600077	A specialized type of bioreactor that harnesses sunlight or artificial light to provide the energy needed for the growth and cultivation of photosynthetic microorganisms, such as algae or cyanobacteria.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Convective	convective	A physical quality of a process which is characteristic of processes that transport material within a volume due to the combined effects of material property heterogeneity and body forces across that volume.		[{'predicate': 'subClassOf', 'target': 'PhysicalQualityOfAProcess'}]		ENVO:01003011	related to the movement or transfer of heat or mass through bulk fluid flows	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfChloroflurocarbonInSeaWater	concentration of chloroflurocarbon in sea water	The concentration of chloroflurocarbon when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOf'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021594'}]	ENVO:3100044	The concentration of chlorofluorocarbons when measured in sea water.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PrecipitationOfSleet	precipitation of sleet	A hydrological precipitation process during which water falls in both liquid and frozen form.		[{'predicate': 'subClassOf', 'target': 'HydrologicalPrecipitationProcess'}]		ENVO:03400014	A specific type of hydrological precipitation process characterized by frozen raindrops that fall through below-freezing air.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AlkalineSpring	alkaline spring	A mineral spring through which water with a high pH flows.		[{'predicate': 'subClassOf', 'target': 'MineralSpring'}]		ENVO:01001894	An alkaline spring is a type of mineral spring characterized by its high alkaline mineral content and elevated pH levels. It offers various health benefits, including neutralizing acidity, promoting hydration and detoxification, and providing antioxidant properties. Alkaline springs are often associated with pristine environments and are sought after for their natural healing properties.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ToteBag	tote bag	A large bag with parallel handles that emerge from the sides of its pouch.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501293		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Squeegee	squeegee	A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.		[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Gypsum	gypsum	A soft sulfate mineral composed of calcium sulfate dihydrate.		[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253	Gypsum is a naturally occurring mineral composed of calcium sulfate dihydrate (CaSO4·2H2O). It belongs to the family of sulfate minerals. Gypsum is widely distributed in various sedimentary rocks and is commonly found in association with halite, anhydrite, sulfur, and dolomite.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SpeedOfSoilWaterInfiltration	speed of soil water infiltration	The speed of some soil water infiltration.		[{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}, {'predicate': 'subClassOf', 'target': 'Speed'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Speed'}, {'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}]	ENVO:09200028	The rate at which water enters the soil during the process of water infiltration into the soil.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DrySoilAlbedo	dry soil albedo	Soil albedo which inheres in dry soil.		[{'predicate': 'subClassOf', 'target': 'SoilAlbedo'}]		ENVO:06105233	Soil albedo that specifically focuses on the reflectivity of dry soil.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PediatricIntensiveCareUnitFacility	pediatric intensive care unit facility	A hospital unit facility which is used to provide pediatric intensive care.		[{'predicate': 'subClassOf', 'target': 'IntensiveCareUnitFacility'}]		ENVO:03501170	A specialized healthcare facility that provides critical care and specialized medical attention to infants, children, and adolescents who are acutely ill or injured.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NestOfAlligator	nest of alligator	An animal habitation which is built by alligators from plants and decomposing vegetation in order to protect their eggs from predators.		[{'predicate': 'subClassOf', 'target': 'AnimalHabitation'}]		ENVO:03600069	A specific physical structure or location where alligators build and incubate their eggs.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfCarbon13AtomInSeaWater	concentration of carbon-13 atom in sea water	The concentration of carbon-13 atom when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOfCarbonAtomInSeaWater'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021560'}]	ENVO:3100042	The concentration of carbon-13 atom when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
Hillock	hillock	A hill which is small and usually separated from a larger group of hills such as a range.		[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238	A hillock is a smaller, gently sloping landform that falls under the category of hills.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
