# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-20 19:05:06.751079'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_hp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_hp_training
#   testing_set_collection: ont_hp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - logical_definition
# report_path: null
# working_directory: results
# results: null
id	label	definition	aliases	relationships	logical_definition	original_id	masked_id	feature_label	feature_definition	feature_aliases	feature_relationships	expected_logical_definition	masked_original_id	predicted_logical_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
							MedicationHistory	Medication history	Information about current or past medications taken by an individual.		[{'predicate': 'subClassOf', 'target': 'PastMedicalHistory'}]		HP:4000112		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							ReducedErythrocyteGlutathioneConcentration	Reduced erythrocyte glutathione concentration	Concentration of glutathione in red blood cells below the lower limit of normal. Glutathione (GSH) is an important redox active biomolecule critical in the maintenance and regulation of cellular and organismal health.		[{'predicate': 'subClassOf', 'target': 'AbnormalErythrocyteMetaboliteConcentration'}]		HP:0034738		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							MuscleFiberGranulofilamentousInclusionBodies	Muscle fiber granulofilamentous inclusion bodies	The presence of inclusion bodies within the cytoplasm of muscle cells that contain a mxiture of granules and filaments.		[{'predicate': 'subClassOf', 'target': 'MuscleFiberInclusionBodies'}]		HP:0034635	[{'predicate': 'rdfs:subClassOf', 'target': 'MuscleFiberInclusionBodies'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							FetalCytarabineExposure	Fetal cytarabine exposure	A history of exposure during pregnancy of the mother of a fetus or child to cytarabine.		[{'predicate': 'subClassOf', 'target': 'FetalExposureHistory'}]		HP:0034847		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							LipidLadenLymphNodeMacrophages	Lipid-laden lymph node macrophages	Lymph node with increased numbers of macrophages heavily laden with lipids.		[{'predicate': 'subClassOf', 'target': 'AbnormalLymphNodeCellComposition'}]		HP:0034583	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalLymphNodeCellComposition'}, {'predicate': 'IncreasedAmountOfAnatomicalEntity', 'target': 'HeavilyLadenMacrophage'}, {'predicate': 'Bearing', 'target': 'Lipid'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							CalciumChannelBlockerExposure	Calcium channel blocker exposure	History of having taken a calcium channel blocker such as amlodipine, nicardipine, nifedipine, verapamil, or diltiazem.		[{'predicate': 'subClassOf', 'target': 'MedicationHistory'}]		HP:4000119		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AsymmetricalInsertionOfTheMidpieceIntoTheHead	Asymmetrical insertion of the midpiece into the head	Insertion of the neck and midpiece into the head of a spermatozoon on an axis that diverges from the midline axis of the spermatozoon head. This term applies if the proportion of spermatozoa with this defect is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalSpermMidPieceMorphology'}]		HP:0034958	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalSpermMidPieceMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							TrachealRupture	Tracheal rupture	A break or tear in the trachea.		[{'predicate': 'subClassOf', 'target': 'AbnormalTrachealMorphology'}]		HP:0034531	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalTrachealMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							MaternalHyperthyroidism	Maternal hyperthyroidism	The mother of a fetus or index patient has a history of hyperthyroidism during the corresponding pregnancy.		[{'predicate': 'subClassOf', 'target': 'PregnancyHistory'}]		HP:0034778		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							ReducedEpidermalBullousPemphigoidAntigen1ProteinExpression	Reduced epidermal bullous pemphigoid antigen 1 protein expression	Lower than normal amount of bullous pemphigoid antigen 1 (BP230) in the epidermis.		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalProteinExpression'}]		HP:0034576		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							SharkTeeth	Shark teeth	Eruption of permanent teeth behind deciduous (baby) teeth before they have fallen out, resulting in a double row of teeth. This phenomen is typically observed between the ages of 5 to 7 years.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfDentalEruption'}]		HP:4000168	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalityOfDentalEruption'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							PerivascularSmallIntestinalHyalineDeposition	Perivascular small intestinal hyaline deposition	Deposition of a largely amorphous hyaline (transparent and homogeneous) substance around blood vessels in the wall of the small intestine.		[{'predicate': 'subClassOf', 'target': 'AbnormalSmallIntestineMorphology'}]		HP:0034926		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							ReducedMuscleEnolaseActivity	Reduced muscle enolase activity	Diminished activity of the enzyme enolase in muscle tissue. The enzyme enolase catalyzes the interconversion of 2-phosphoglycerate and phosphoenolpyruvate. In adult human muscle, over 90% of enolase activity is accounted for by the beta-enolase subunit, the protein product of the ENO3 gene.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeActivityInMuscleTissue'}]		HP:0034633	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalEnzymeActivityInMuscleTissue'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							ElevatedCirculatingApolipoproteinEConcentration	Elevated circulating apolipoprotein E concentration	Concentration of apolipoprotein E above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'IncreasedCirculatingApolipoproteinCirculation'}]		HP:0034912		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AlternatingLaterality	Alternating laterality	Occuring on the left and right in succession. This term can refer to alternating sides of the body (e.g., Alternating hemiplegia) or alternative sides of the visual field (e.g., some migraine auras).		[{'predicate': 'subClassOf', 'target': 'Laterality'}]		HP:4000152		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DecreasedUrinaryNorepinephrineLevel	Decreased urinary norepinephrine level	The concentration of norepinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034875	[{'predicate': 'rdfs:subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DecreasedCirculatingNorepinephrineConcentration	Decreased circulating norepinephrine concentration	Concentration of norepinephrin in the blood circulation below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034874		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalKneeMorphology	Abnormal knee morphology	A structural abnormality of the knee joint or surrounding structures.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheKnee'}]		HP:0034669		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalReteRidgeMorphology	Abnormal rete ridge morphology	"Abnormal structure of the rete ridges (also known as rete pegs), which are
downward projections of epithelium surrounding the connective tissue papillae in between the dermal papillae."		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalMorphology'}]		HP:0034767	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalEpidermalMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							ReducedLeukocyteSteroidSulfataseActivity	Reduced leukocyte steroid sulfatase activity	Concentration or activity of an arylsulfatase C as measured in leukocytes is below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalLeukocyteEnzymeConcentrationOrActivity'}]		HP:0034862		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							WideCavumSeptumPellucidum	Wide cavum septum pellucidum	Width of the cavum septum pellucidum above the upper limit of normal, which is defined as a separation of greater than one cm of the leaves of the cavum septum pellucidum.		[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]		HP:0034964		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalLeukocyteEnzymeConcentrationOrActivity	Abnormal leukocyte enzyme concentration or activity	Concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}]		HP:0034858		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							OccipitalHorn	Occipital horn	Downward pointing exostoses of the occipital bone situated in the tendinous insertions of the sternocleidomastoid and trapezius muscles.		[{'predicate': 'subClassOf', 'target': 'AbnormalOccipitalBoneMorphology'}]		HP:0034975	[{'predicate': 'rdfs:subClassOf', 'target': 'OccipitalExostoses'}, {'predicate': 'LocatedIn', 'target': 'OccipitalBone'}, {'predicate': 'SituatedIn', 'target': 'TendinousInsertionsOfSternocleidomastoidAndTrapeziusMuscles'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							PulmonaryLangerhansCellHistiocytosis	Pulmonary Langerhans cell histiocytosis	Accumulation of monoclonal CD1a-positive Langerhans cells in the bronchioles and alveolar interstitium that can cause damage to the lungs.		[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]		HP:0034769	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}, {'predicate': 'relatedTo', 'target': 'CD1a-positive Langerhans cells'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							ElevatedUrinaryFormiminoglutamicAcidLevel	Elevated urinary formiminoglutamic acid level	The concentration of formiminoglutamic acid in the urine, normalized for urine concentration, is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'DicarboxylicAciduria'}]		HP:0034742		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DecreasedCirculatingAntidiureticHormoneConcentration	Decreased circulating antidiuretic hormone concentration	Concentration of antidiuretic hormone, also known as vasopressin, is below the lower limit of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034897		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DuodenalGastrinoma	Duodenal gastrinoma	A gastrinoma, a neuroendocrine tumors characterized by the secretion of gastrin with resultant excessive gastric acid production, that is localized to the duodenum.		[{'predicate': 'subClassOf', 'target': 'NeoplasmOfTheSmallIntestine'}]		HP:0034953	[{'predicate': 'rdfs:subClassOf', 'target': 'NeoplasmOfTheSmallIntestine'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DecreasedUrinaryEpinephrineLevel	Decreased urinary epinephrine level	The concentration of epinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034871	[{'predicate': 'rdfs:subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							ElevatedUrineErythritolLevel	Elevated urine erythritol level	Amount of erythritol in the urine above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineCarbohydrateLevel'}]		HP:0034613		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							OvarianFibrosis	Ovarian fibrosis	Excessive proliferation of fibroblasts and deposition of extracellular matrix within the ovary.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheOvary'}]		HP:0034571		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							RhabdoidTumorOfTheOvary	Rhabdoid tumor of the ovary	A highly aggressive, extremely rare neoplasm of the ovary that is usually seen in children. The term rhabdoid is used because the tumor cells resemble rhabdomyoblasts but lack myogenic markers.		[{'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]		HP:0034558		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbsenceOfPeroxisomes	Absence of peroxisomes	Lack of observable peroxisomes. This feature can be observed by immunohistochemical staining of cultured cells (such as fibroblasts) or by electronmicroscopy.		[{'predicate': 'subClassOf', 'target': 'AbnormalPeroxisomalMorphology'}]		HP:0034553	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalPeroxisomalMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							AbnormalExtrahepaticBileDuctMorphology	Abnormal extrahepatic bile duct morphology			[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]		HP:0035013		0.0	0.0	0.0	0.0	0.0	0	0	0	0
