# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-04 15:39:20.895892'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_hp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_hp_training
#   testing_set_collection: ont_hp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - label
# report_path: null
# working_directory: results
# results: null
masked_id	expected_label	feature_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_label	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
TrachealRupture	Tracheal rupture	A break or tear in the trachea.		[{'predicate': 'subClassOf', 'target': 'AbnormalTrachealMorphology'}]		HP:0034531	Tracheal rupture	1.0	1.0	1.0	1.0	0.0	1	0	0	0
MaternalHyperthyroidism	Maternal hyperthyroidism	The mother of a fetus or index patient has a history of hyperthyroidism during the corresponding pregnancy.		[{'predicate': 'subClassOf', 'target': 'PregnancyHistory'}]		HP:0034778	Maternal hyperthyroidism	1.0	1.0	1.0	1.0	0.0	1	0	0	0
ReducedEpidermalBullousPemphigoidAntigen1ProteinExpression	Reduced epidermal bullous pemphigoid antigen 1 protein expression	Lower than normal amount of bullous pemphigoid antigen 1 (BP230) in the epidermis.		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalProteinExpression'}]		HP:0034576	Decreased epidermal bullous pemphigoid antigen 1 expression	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SharkTeeth	Shark teeth	Eruption of permanent teeth behind deciduous (baby) teeth before they have fallen out, resulting in a double row of teeth. This phenomen is typically observed between the ages of 5 to 7 years.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfDentalEruption'}]		HP:4000168	Persistent primary teeth	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PerivascularSmallIntestinalHyalineDeposition	Perivascular small intestinal hyaline deposition	Deposition of a largely amorphous hyaline (transparent and homogeneous) substance around blood vessels in the wall of the small intestine.		[{'predicate': 'subClassOf', 'target': 'AbnormalSmallIntestineMorphology'}]		HP:0034926	Hyaline deposition around small intestine blood vessels	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedMuscleEnolaseActivity	Reduced muscle enolase activity	Diminished activity of the enzyme enolase in muscle tissue. The enzyme enolase catalyzes the interconversion of 2-phosphoglycerate and phosphoenolpyruvate. In adult human muscle, over 90% of enolase activity is accounted for by the beta-enolase subunit, the protein product of the ENO3 gene.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeActivityInMuscleTissue'}]		HP:0034633	Decreased muscle enolase activity	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedCirculatingApolipoproteinEConcentration	Elevated circulating apolipoprotein E concentration	Concentration of apolipoprotein E above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'IncreasedCirculatingApolipoproteinCirculation'}]		HP:0034912	Elevated circulating apolipoprotein E concentration	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AlternatingLaterality	Alternating laterality	Occuring on the left and right in succession. This term can refer to alternating sides of the body (e.g., Alternating hemiplegia) or alternative sides of the visual field (e.g., some migraine auras).		[{'predicate': 'subClassOf', 'target': 'Laterality'}]		HP:4000152	Alternating	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedUrinaryNorepinephrineLevel	Decreased urinary norepinephrine level	The concentration of norepinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034875	Decreased urinary norepinephrine concentration	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedCirculatingNorepinephrineConcentration	Decreased circulating norepinephrine concentration	Concentration of norepinephrin in the blood circulation below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034874	Decreased circulating norepinephrine concentration	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalKneeMorphology	Abnormal knee morphology	A structural abnormality of the knee joint or surrounding structures.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheKnee'}]		HP:0034669	Structural abnormality of the knee	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalReteRidgeMorphology	Abnormal rete ridge morphology	"Abnormal structure of the rete ridges (also known as rete pegs), which are
downward projections of epithelium surrounding the connective tissue papillae in between the dermal papillae."		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalMorphology'}]		HP:0034767	Abnormal rete ridge morphology	1.0	1.0	1.0	1.0	0.0	1	0	0	0
ReducedLeukocyteSteroidSulfataseActivity	Reduced leukocyte steroid sulfatase activity	Concentration or activity of an arylsulfatase C as measured in leukocytes is below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalLeukocyteEnzymeConcentrationOrActivity'}]		HP:0034862	Reduced leukocyte arylsulfatase C activity	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WideCavumSeptumPellucidum	Wide cavum septum pellucidum	Width of the cavum septum pellucidum above the upper limit of normal, which is defined as a separation of greater than one cm of the leaves of the cavum septum pellucidum.		[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]		HP:0034964	Wide cavum septum pellucidum	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalLeukocyteEnzymeConcentrationOrActivity	Abnormal leukocyte enzyme concentration or activity	Concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}]		HP:0034858	Abnormal circulating leukocyte enzyme concentration or activity	0.0	0.0	0.0	0.0	0.0	0	0	1	1
OccipitalHorn	Occipital horn	Downward pointing exostoses of the occipital bone situated in the tendinous insertions of the sternocleidomastoid and trapezius muscles.		[{'predicate': 'subClassOf', 'target': 'AbnormalOccipitalBoneMorphology'}]		HP:0034975	Occipital exostoses	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PulmonaryLangerhansCellHistiocytosis	Pulmonary Langerhans cell histiocytosis	Accumulation of monoclonal CD1a-positive Langerhans cells in the bronchioles and alveolar interstitium that can cause damage to the lungs.		[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]		HP:0034769	Langerhans cell accumulation in the lung	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedUrinaryFormiminoglutamicAcidLevel	Elevated urinary formiminoglutamic acid level	The concentration of formiminoglutamic acid in the urine, normalized for urine concentration, is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'DicarboxylicAciduria'}]		HP:0034742	Formiminoglutamic aciduria	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedCirculatingAntidiureticHormoneConcentration	Decreased circulating antidiuretic hormone concentration	Concentration of antidiuretic hormone, also known as vasopressin, is below the lower limit of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034897	Reduced circulating antidiuretic hormone concentration	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DuodenalGastrinoma	Duodenal gastrinoma	A gastrinoma, a neuroendocrine tumors characterized by the secretion of gastrin with resultant excessive gastric acid production, that is localized to the duodenum.		[{'predicate': 'subClassOf', 'target': 'NeoplasmOfTheSmallIntestine'}]		HP:0034953	Duodenal gastrinoma	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedUrinaryEpinephrineLevel	Decreased urinary epinephrine level	The concentration of epinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034871	Decreased urinary epinephrine concentration	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedUrineErythritolLevel	Elevated urine erythritol level	Amount of erythritol in the urine above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineCarbohydrateLevel'}]		HP:0034613	Elevated urine erythritol level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
OvarianFibrosis	Ovarian fibrosis	Excessive proliferation of fibroblasts and deposition of extracellular matrix within the ovary.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheOvary'}]		HP:0034571	Ovarian fibrosis	1.0	1.0	1.0	1.0	0.0	1	0	0	0
RhabdoidTumorOfTheOvary	Rhabdoid tumor of the ovary	A highly aggressive, extremely rare neoplasm of the ovary that is usually seen in children. The term rhabdoid is used because the tumor cells resemble rhabdomyoblasts but lack myogenic markers.		[{'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]		HP:0034558	Rhabdoid tumor of the ovary	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbsenceOfPeroxisomes	Absence of peroxisomes	Lack of observable peroxisomes. This feature can be observed by immunohistochemical staining of cultured cells (such as fibroblasts) or by electronmicroscopy.		[{'predicate': 'subClassOf', 'target': 'AbnormalPeroxisomalMorphology'}]		HP:0034553	Absent peroxisomes	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalExtrahepaticBileDuctMorphology	Abnormal extrahepatic bile duct morphology			[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]		HP:0035013	Biliary tract abnormality	0.0	0.0	0.0	0.0	0.0	0	0	1	1
