# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-03 18:34:54.440476'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mondo
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mondo_training
#   testing_set_collection: ont_mondo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - relationships
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Acrokeratoderma	acrokeratoderma			[{'predicate': 'subClassOf', 'target': 'EpidermalDisease'}]		MONDO:0019271	[{'predicate': 'subClassOf', 'target': 'Keratoderma'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AnomalyOfPubertyOrAndMenstrualCycle	anomaly of puberty or/and menstrual cycle			[{'predicate': 'subClassOf', 'target': 'FemaleReproductiveSystemDisorder'}]		MONDO:0015860	[{'predicate': 'subClassOf', 'target': 'AnomalyOfPubertyOrAndMenstrualCycleOfGeneticOrigin'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AcrodysostosisWithMultipleHormoneResistance	acrodysostosis with multiple hormone resistance			[{'predicate': 'subClassOf', 'target': 'Polyendocrinopathy'}, {'predicate': 'subClassOf', 'target': 'MandibulofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'AcrofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'HereditaryOtorhinolaryngologicDisease'}]		MONDO:0017240	[{'predicate': 'subClassOf', 'target': 'AcrodysostosisWithMultipleHormoneResistance'}, {'predicate': 'subClassOf', 'target': 'Acrodysostosis'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4
46XXDisorderOfSexDevelopmentInducedByMaternalDerivedAndrogen	46,XX disorder of sex development induced by maternal-derived androgen			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess'}]		MONDO:0019608	[{'predicate': 'HasMaterialBasisInMaternalDerivedAndrogen', 'target': 'DevelopmentalAnomalyOfMetabolicOrigin'}, {'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentOfEndocrineOrigin'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
CapMyopathy2	cap myopathy 2			[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342	[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IntestinalDiseaseDueToVitaminAbsorptionAnomaly	intestinal disease due to vitamin absorption anomaly			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'IntestinalAbsorption'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'VitaminTransport'}, {'predicate': 'subClassOf', 'target': 'MalabsorptionSyndrome'}]		MONDO:0015179	[{'predicate': 'subClassOf', 'target': 'IntestinalDisease'}, {'predicate': 'subClassOf', 'target': 'VitaminAbsorptionAnomaly'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4
AggressivePrimaryCutaneousBCellLymphoma	aggressive primary cutaneous B-cell lymphoma			[{'predicate': 'subClassOf', 'target': 'ImmuneSystemCancer'}, {'predicate': 'subClassOf', 'target': 'PrimaryCutaneousBCellLymphoma'}, {'predicate': 'subClassOf', 'target': 'AggressiveBCellNonHodgkinLymphoma'}]		MONDO:0015818	[{'predicate': 'subClassOf', 'target': 'AggressivePrimaryCutaneousBCellLymphoma'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	3
TeratogenicPierreRobinSyndrome	teratogenic Pierre Robin syndrome			[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'subClassOf', 'target': 'OtorhinolaryngologicDisease'}]		MONDO:0015323	[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'subClassOf', 'target': 'OtorhinolaryngologicDisease'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0
AutosomalRecessiveSpasticParaplegiaType85	autosomal recessive spastic paraplegia type 85			[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990	[{'predicate': 'subClassOf', 'target': 'HereditarySpasticParaplegia'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies	progressive myoclonic epilepsy with neuroserpin inclusion bodies			[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'SERPINI1'}, {'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}, {'predicate': 'subClassOf', 'target': 'InclusionBodyMyopathyWithEarlyOnsetPagetDiseaseAndFrontotemporalDementia'}]	0.3333333333333333	1.0	0.5	0.3333333333333333	0.0	1	0	2	0
NeuronalTumor	neuronal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'NeuroepithelialNeoplasm'}]		MONDO:0016726	[{'predicate': 'subClassOf', 'target': 'NervousSystemOrganBenignNeoplasm'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
EyelidBorderAnomaly	eyelid border anomaly			[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}]		MONDO:0020155	[{'predicate': 'subClassOf', 'target': 'EyelidAnomaly'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
CongenitalMuscularDystrophyWithCerebellarInvolvement	congenital muscular dystrophy with cerebellar involvement			[{'predicate': 'subClassOf', 'target': 'DisorderOfOMannosylglycanSynthesis'}, {'predicate': 'subClassOf', 'target': 'MuscularDystrophyDystroglycanopathy'}]		MONDO:0018277	[{'predicate': 'subClassOf', 'target': 'CongenitalMuscularDystrophy'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
RetinalCiliopathyDueToMutationInTheRPGRGene	retinal ciliopathy due to mutation in the RPGR gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'subClassOf', 'target': 'RPGRRelatedRetinopathy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}]	MONDO:0022399	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}, {'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
InheritedDigestiveTractTumor	inherited digestive tract tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'HereditaryDisease'}, {'predicate': 'subClassOf', 'target': 'DigestiveSystemNeoplasm'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}]	MONDO:0017128	[{'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'DigestiveSystemNeoplasm'}]	0.6666666666666666	0.5	0.5714285714285715	0.4	0.0	2	0	1	2
SyndromicGeneticObesity	syndromic genetic obesity			[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'OvergrowthObesitySyndrome'}, {'predicate': 'subClassOf', 'target': 'InheritedObesity'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InheritedObesity'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0016565	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'InheritedObesity'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
CongenitalAbsenceHypoplasiaOfFingersExcludingThumb	congenital absence/hypoplasia of fingers excluding thumb			[{'predicate': 'subClassOf', 'target': 'AdactylyOfHand'}]		MONDO:0017448	[{'predicate': 'subClassOf', 'target': 'NonSyndromicLimbReductionDefect'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PrimaryPeritonealTumor	primary peritoneal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'Neoplasm_MONDO:0005070'}]		MONDO:0015682	[{'predicate': 'subClassOf', 'target': 'PeritonealTumor'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
46XXDisorderOfSexDevelopmentInducedByAndrogensExcess	46,XX disorder of sex development induced by androgens excess			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopment'}]		MONDO:0020039	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'HormoneMetabolism'}, {'predicate': 'subClassOf', 'target': 'DevelopmentalAnomalyOfMetabolicOrigin'}, {'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentOfEndocrineOrigin'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1
RetinalCiliopathyDueToMutationInUsherGene	retinal ciliopathy due to mutation in Usher gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]		MONDO:0022404	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'UsherGene'}, {'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
AlphaCrystallinopathy	alpha-crystallinopathy			[{'predicate': 'subClassOf', 'target': 'CongenitalNervousSystemDisorder'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfAlphaBCristallin'}, {'predicate': 'subClassOf', 'target': 'MyofibrillarMyopathy'}]		MONDO:0020343	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'CRYAB'}, {'predicate': 'subClassOf', 'target': 'MyofibrillarMyopathy'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
RespiratoryMalformation	respiratory malformation			[{'predicate': 'subClassOf', 'target': 'RespiratoryOrThoracicMalformation'}]		MONDO:0015930	[{'predicate': 'subClassOf', 'target': 'RespiratoryMalformation'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
TranspositionOfTheGreatArteriesAndConotruncalCardiacAnomaly	transposition of the great arteries and conotruncal cardiac anomaly			[{'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}, {'predicate': 'subClassOf', 'target': 'CongenitalHeartMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Disease'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}]	MONDO:0020285	[{'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}, {'predicate': 'subClassOf', 'target': 'Disease'}, {'predicate': 'subClassOf', 'target': 'CardiacAnomaly'}]	0.5	0.6666666666666666	0.5714285714285715	0.4	0.0	2	0	2	1
SyndromicUrogenitalTractMalformation	syndromic urogenital tract malformation	A urogenital tract malformation that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'UrogenitalTractMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'UrogenitalTractMalformation'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015620	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'UrogenitalTractMalformation'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
InbornDisorderOfGlycerolMetabolism	inborn disorder of glycerol metabolism	An inherited metabolic disease that is has its basis in the disruption of glycerol metabolic process.		[{'predicate': 'subClassOf', 'target': 'InbornCarbohydrateMetabolicDisorder'}, {'predicate': 'subClassOf', 'target': 'GlycerolMetabolismDisease'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InbornErrorsOfMetabolism'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'GlycerolMetabolicProcess'}]	MONDO:0019227	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'GlycerolMetabolicProcess'}, {'predicate': 'subClassOf', 'target': 'InbornCarbohydrateMetabolicDisorder'}, {'predicate': 'subClassOf', 'target': 'InbornDisorderOfEnergyMetabolism'}]	0.3333333333333333	0.5	0.4	0.25	0.0	1	0	2	1
QualitativeOrQuantitativeDefectsOfMyotilin	qualitative or quantitative defects of myotilin			[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'MYOT'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]		MONDO:0016201	[{'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]	1.0	0.5	0.6666666666666666	0.5	0.0	1	0	0	1
SyndromicHypothyroidism	syndromic hypothyroidism	A hypothyroidism that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'PermanentCongenitalHypothyroidism'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Hypothyroidism'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015778	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'Hypothyroidism'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
AnomalyOfTheSecretoryAndExcretoryApparatusOfTheLacrimalSystem	anomaly of the secretory and excretory apparatus of the lacrimal system			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'LacrimalApparatusDisorder'}]		MONDO:0020196	[{'predicate': 'subClassOf', 'target': 'ExcretoryApparatusOfTheLacrimalSystemAnomaly'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
DisorderOfKetoneBodyTransport	disorder of ketone body transport			[{'predicate': 'subClassOf', 'target': 'DisorderOfFattyAcidAndKetoneBodyMetabolism'}]		MONDO:0018579	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'KetoneBodyTransport'}, {'predicate': 'subClassOf', 'target': 'DisorderOfFattyAcidAndKetoneBodyMetabolism'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
MajorInductionProcessesEyeAnomaly	major induction processes eye anomaly			[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}, {'predicate': 'subClassOf', 'target': 'DevelopmentalDefectOfTheEye'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}]	MONDO:0020146	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}, {'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
RegionalVariantOfGuillainBarreSyndrome	regional variant of Guillain-Barre syndrome			[{'predicate': 'subClassOf', 'target': 'VariantOfGuillainBarreSyndrome'}]		MONDO:0016494	[{'predicate': 'subClassOf', 'target': 'RegionalVariantOfGuillainBarreSyndrome'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SyndromicVisceralMalformation	syndromic visceral malformation			[{'predicate': 'subClassOf', 'target': 'VisceralMalformationOfTheLiver_biliaryTract_pancreasOrSpleen'}]		MONDO:0015214	[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'HasCharacteristic', 'target': 'VisceralMalformation'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
AcquiredPeripheralMovementDisorder	acquired peripheral movement disorder			[{'predicate': 'subClassOf', 'target': 'AcquiredPeripheralNeuropathy'}]		MONDO:0016375	[{'predicate': 'subClassOf', 'target': 'AcquiredPeripheralMovementDisorder'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
EsophagealMalformation	esophageal malformation			[{'predicate': 'subClassOf', 'target': 'EsophagealDisorder'}, {'predicate': 'subClassOf', 'target': 'DigestiveTractMalformation'}]		MONDO:0019513	[{'predicate': 'subClassOf', 'target': 'EsophagealMalformation'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
AP4RelatedIntellectualDisabilityAndSpasticParaplegia	AP4-related intellectual disability and spastic paraplegia	A disorder that presents with spastic paraplegia and intellectual disability in which the cause of the disease is a mutation in the AP4B1 gene.		[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'SyndromicIntellectualDisability'}, {'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0017241	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'AP4B1'}, {'predicate': 'subClassOf', 'target': 'AP4RelatedIntellectualDisabilityAndSpasticParaplegia'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	3
QualitativeOrQuantitativeDefectsOfProteinOMannoseBeta1_2NAcetylglucosaminyltransferase	qualitative or quantitative defects of protein O-mannose beta1, 2N-acetylglucosaminyltransferase			[{'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfProteinInvolvedInOGlycosylationOfAlphaDystroglycan'}]		MONDO:0016182	[{'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfProteinOMannoseBeta12NAcetylglucosaminyltransferase'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
QualitativeOrQuantitativeDefectsOfGlucosamine_UDPNAcetyl_2EpimeraseNAcetylmannosamineKinase	qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase			[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'GNE'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]		MONDO:0016200		0.0	0.0	0.0	0.0	0.0	0	0	0	1
BrainInflammatoryDisease	brain inflammatory disease	An inflammatory disease involving a pathogenic inflammatory response in the brain.		[{'predicate': 'DiseaseHasInflammationSite', 'target': 'Brain'}, {'predicate': 'subClassOf', 'target': 'Encephalomyelitis'}, {'predicate': 'subClassOf', 'target': 'BrainDisorder'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Disease'}, {'predicate': 'DiseaseHasInflammationSite', 'target': 'Brain'}]	MONDO:0015144	[{'predicate': 'DiseaseHasInflammationSite', 'target': 'Brain'}, {'predicate': 'subClassOf', 'target': 'BrainCancer'}, {'predicate': 'subClassOf', 'target': 'InflammatoryDisease'}]	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.2	0.0	1	0	2	2
HemifacialMicrosomia	hemifacial microsomia			[{'predicate': 'subClassOf', 'target': 'OculoAuriculoVertebralSpectrum'}]		MONDO:0015398	[{'predicate': 'subClassOf', 'target': 'CraniofacialMalformation'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
