# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-02 15:14:22.188490'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mondo
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mondo_training
#   testing_set_collection: ont_mondo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Acrokeratoderma	acrokeratoderma			[{'predicate': 'subClassOf', 'target': 'EpidermalDisease'}]		MONDO:0019271	A disease of the epidermis.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AnomalyOfPubertyOrAndMenstrualCycle	anomaly of puberty or/and menstrual cycle			[{'predicate': 'subClassOf', 'target': 'FemaleReproductiveSystemDisorder'}]		MONDO:0015860	An abnormal condition affecting the puberty or menstrual cycle in females.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AcrodysostosisWithMultipleHormoneResistance	acrodysostosis with multiple hormone resistance			[{'predicate': 'subClassOf', 'target': 'Polyendocrinopathy'}, {'predicate': 'subClassOf', 'target': 'MandibulofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'AcrofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'HereditaryOtorhinolaryngologicDisease'}]		MONDO:0017240	A specific form of acrodysostosis that affects multiple hormones and is characterized by mandibulofacial dysostosis, acrofacial dysostosis, and hereditary otorhinolaryngologic diseases.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
46XXDisorderOfSexDevelopmentInducedByMaternalDerivedAndrogen	46,XX disorder of sex development induced by maternal-derived androgen			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess'}]		MONDO:0019608	A 46,XX disorder of sex development that is induced by an excess of maternal-derived androgen. This can affect the development of the fetus, leading to atypical sexual development.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
CapMyopathy2	cap myopathy 2			[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342	Cap Myopathy 2 is a subtype of Cap Myopathy	0.0	0.0	0.0	0.0	0.0	0	0	1	0
IntestinalDiseaseDueToVitaminAbsorptionAnomaly	intestinal disease due to vitamin absorption anomaly			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'IntestinalAbsorption'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'VitaminTransport'}, {'predicate': 'subClassOf', 'target': 'MalabsorptionSyndrome'}]		MONDO:0015179	A rare disease characterized by a disruption of intestinal absorption and vitamin transport leading to a malabsorption syndrome.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AggressivePrimaryCutaneousBCellLymphoma	aggressive primary cutaneous B-cell lymphoma			[{'predicate': 'subClassOf', 'target': 'ImmuneSystemCancer'}, {'predicate': 'subClassOf', 'target': 'PrimaryCutaneousBCellLymphoma'}, {'predicate': 'subClassOf', 'target': 'AggressiveBCellNonHodgkinLymphoma'}]		MONDO:0015818	A rare type of lymphoma that forms in the skin and can spread to the blood, bone marrow, and internal organs. It is called “primary” because it originates in the skin, rather than spreading to the skin from another place in the body.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
TeratogenicPierreRobinSyndrome	teratogenic Pierre Robin syndrome			[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'subClassOf', 'target': 'OtorhinolaryngologicDisease'}]		MONDO:0015323	Teratogenic Pierre Robin syndrome refers to a sequence of developmental abnormalities induced by environmental exposure during pregnancy. It is characterized by anomalies such as mandibular hypoplasia (micrognathia), displacement of the tongue base (glossoptosis), and cleft palate. Otorhinolaryngologic complications may also occur.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AutosomalRecessiveSpasticParaplegiaType85	autosomal recessive spastic paraplegia type 85			[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990	A very rare, complex subtype of hereditary spastic paraplegia characterized by a slowly progressive spasticity of lower limbs (resulting in difficulty walking) and intellectual disability. Additional signs and symptoms may include peripheral neuropathy, amyotrophy, and cerebellar signs (like nystagmus or dysarthria).	0.0	0.0	0.0	0.0	0.0	0	0	1	0
ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies	progressive myoclonic epilepsy with neuroserpin inclusion bodies			[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160	Progressive myoclonic epilepsy with neuroserpin inclusion bodies is a genetic disease caused by an accumulation of a mutant form of neuroserpin. It is characterized by neurodevelopmental regression, cognitive milestone loss and progressive myoclonus epilepsy.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
NeuronalTumor	neuronal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'NeuroepithelialNeoplasm'}]		MONDO:0016726	A neoplasm of nervous cell origin. They are generally benign and proliferate by expansion. However, they may invade surrounding structures and rarely metastasize.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
EyelidBorderAnomaly	eyelid border anomaly			[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}]		MONDO:0020155	An anomaly of the border of the eyelid.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
CongenitalMuscularDystrophyWithCerebellarInvolvement	congenital muscular dystrophy with cerebellar involvement			[{'predicate': 'subClassOf', 'target': 'DisorderOfOMannosylglycanSynthesis'}, {'predicate': 'subClassOf', 'target': 'MuscularDystrophyDystroglycanopathy'}]		MONDO:0018277	A form of muscular dystrophy that begins in infancy or early childhood and is characterized by severe muscle weakness, loss of independent ambulation, intellectual disability and involvement of the cerebellum in the brain.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
RetinalCiliopathyDueToMutationInTheRPGRGene	retinal ciliopathy due to mutation in the RPGR gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'subClassOf', 'target': 'RPGRRelatedRetinopathy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}]	MONDO:0022399	A retinal ciliopathy in which the cause of the disease is a mutation in the RPGR gene.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
InheritedDigestiveTractTumor	inherited digestive tract tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'HereditaryDisease'}, {'predicate': 'subClassOf', 'target': 'DigestiveSystemNeoplasm'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}]	MONDO:0017128	An inherited tumor (disease) that is located in the digestive tract.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
SyndromicGeneticObesity	syndromic genetic obesity			[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'OvergrowthObesitySyndrome'}, {'predicate': 'subClassOf', 'target': 'InheritedObesity'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InheritedObesity'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0016565	A genetic condition characterized by the symptoms of obesity, where the cause of the condition is a mutation in an individual's genes.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
CongenitalAbsenceHypoplasiaOfFingersExcludingThumb	congenital absence/hypoplasia of fingers excluding thumb			[{'predicate': 'subClassOf', 'target': 'AdactylyOfHand'}]		MONDO:0017448	A rare, non-syndromic, terminal transverse limb reduction defect characterized by absence or underdevelopment of the fingers excluding the thumb.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
PrimaryPeritonealTumor	primary peritoneal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'Neoplasm_MONDO:0005070'}]		MONDO:0015682	A tumor that forms in the peritoneum, the thin layer of tissue that covers the abdomen and several organs in the abdomen.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
46XXDisorderOfSexDevelopmentInducedByAndrogensExcess	46,XX disorder of sex development induced by androgens excess			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopment'}]		MONDO:0020039	46,XX disorder of sex development induced by androgens excess refers to a group of rare, genetic disorders of sex development where exposure to excessive levels of androgens leads to masculinization (virilization) of the external genitalia in phenotypically normal female individuals. This results in varying degrees of undervirilization and/or ambiguity of external genitalia, ranging from clitoromegaly to partial and complete fusion forming a urogenital sinus, penoscrotal hypospadias and/or labioscrotal fusion. Internal mullerian structures are typically present and normal.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
RetinalCiliopathyDueToMutationInUsherGene	retinal ciliopathy due to mutation in Usher gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]		MONDO:0022404	A retinal ciliopathy caused by mutations in any of the Usher genes.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AlphaCrystallinopathy	alpha-crystallinopathy			[{'predicate': 'subClassOf', 'target': 'CongenitalNervousSystemDisorder'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfAlphaBCristallin'}, {'predicate': 'subClassOf', 'target': 'MyofibrillarMyopathy'}]		MONDO:0020343		0.0	0.0	0.0	0.0	0.0	0	0	0	0
RespiratoryMalformation	respiratory malformation			[{'predicate': 'subClassOf', 'target': 'RespiratoryOrThoracicMalformation'}]		MONDO:0015930	A malformation in the structure of the respiratory system or thoracic area.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
TranspositionOfTheGreatArteriesAndConotruncalCardiacAnomaly	transposition of the great arteries and conotruncal cardiac anomaly			[{'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}, {'predicate': 'subClassOf', 'target': 'CongenitalHeartMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Disease'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}]	MONDO:0020285	A congenital heart disease that involves a malformation of the heart's great arteries and conotruncal region.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
SyndromicUrogenitalTractMalformation	syndromic urogenital tract malformation	A urogenital tract malformation that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'UrogenitalTractMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'UrogenitalTractMalformation'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015620	A urogenital tract malformation that is part of a larger syndrome.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
InbornDisorderOfGlycerolMetabolism	inborn disorder of glycerol metabolism	An inherited metabolic disease that is has its basis in the disruption of glycerol metabolic process.		[{'predicate': 'subClassOf', 'target': 'InbornCarbohydrateMetabolicDisorder'}, {'predicate': 'subClassOf', 'target': 'GlycerolMetabolismDisease'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InbornErrorsOfMetabolism'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'GlycerolMetabolicProcess'}]	MONDO:0019227	An inherited metabolic disorder that has its basis in the disruption of glycerol metabolic process.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
QualitativeOrQuantitativeDefectsOfMyotilin	qualitative or quantitative defects of myotilin			[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'MYOT'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]		MONDO:0016201	Any qualitative or quantitative protein defects in neuromuscular diseases that involves a mutation in the MYOT gene.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
SyndromicHypothyroidism	syndromic hypothyroidism	A hypothyroidism that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'PermanentCongenitalHypothyroidism'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Hypothyroidism'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015778	A group of signs, symptoms, and clinicopathological characteristics that often include hypothyroidism as a component.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AnomalyOfTheSecretoryAndExcretoryApparatusOfTheLacrimalSystem	anomaly of the secretory and excretory apparatus of the lacrimal system			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'LacrimalApparatusDisorder'}]		MONDO:0020196	Anomaly characterized by abnormalities in the lacrimal system, which exhibit as rare disorders affecting the tear-secreting and tear-excreting structures.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
DisorderOfKetoneBodyTransport	disorder of ketone body transport			[{'predicate': 'subClassOf', 'target': 'DisorderOfFattyAcidAndKetoneBodyMetabolism'}]		MONDO:0018579	A metabolic disorder characterized by the body's inability to break down fatty acids and ketones due to an enzyme deficiency.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
MajorInductionProcessesEyeAnomaly	major induction processes eye anomaly			[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}, {'predicate': 'subClassOf', 'target': 'DevelopmentalDefectOfTheEye'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}]	MONDO:0020146	A disease that disrupts lens induction in a camera-type eye causing developmental defects.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
RegionalVariantOfGuillainBarreSyndrome	regional variant of Guillain-Barre syndrome			[{'predicate': 'subClassOf', 'target': 'VariantOfGuillainBarreSyndrome'}]		MONDO:0016494	Regional variant of Guillain-Barré syndrome is a rare type of Guillain-Barré syndrome that affects only certain areas of the body. The symptoms and progression of the disease can vary significantly depending on the specific region affected.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
SyndromicVisceralMalformation	syndromic visceral malformation			[{'predicate': 'subClassOf', 'target': 'VisceralMalformationOfTheLiver_biliaryTract_pancreasOrSpleen'}]		MONDO:0015214	A visceral malformation of the liver, biliary tract, pancreas or spleen that is part of a larger syndrome.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AcquiredPeripheralMovementDisorder	acquired peripheral movement disorder			[{'predicate': 'subClassOf', 'target': 'AcquiredPeripheralNeuropathy'}]		MONDO:0016375	A movement disorder that affects the peripheral nerves and is not present at birth but develops later in life.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
EsophagealMalformation	esophageal malformation			[{'predicate': 'subClassOf', 'target': 'EsophagealDisorder'}, {'predicate': 'subClassOf', 'target': 'DigestiveTractMalformation'}]		MONDO:0019513	A structural abnormality of the esophagus.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AP4RelatedIntellectualDisabilityAndSpasticParaplegia	AP4-related intellectual disability and spastic paraplegia	A disorder that presents with spastic paraplegia and intellectual disability in which the cause of the disease is a mutation in the AP4B1 gene.		[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'SyndromicIntellectualDisability'}, {'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0017241	A rare genetic disease characterized by intellectual disability, microcephaly, growth retardation, and spastic paraplegia, often with additional abnormalities. It is caused by mutations in the AP4 genes.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
QualitativeOrQuantitativeDefectsOfProteinOMannoseBeta1_2NAcetylglucosaminyltransferase	qualitative or quantitative defects of protein O-mannose beta1, 2N-acetylglucosaminyltransferase			[{'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfProteinInvolvedInOGlycosylationOfAlphaDystroglycan'}]		MONDO:0016182	A defect that's a subtype of qualitative or quantitative defects of protein involved in O glycosylation of alpha dystroglycan.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
QualitativeOrQuantitativeDefectsOfGlucosamine_UDPNAcetyl_2EpimeraseNAcetylmannosamineKinase	qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase			[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'GNE'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]		MONDO:0016200	A metabolic disease that has material basis in mutations in the GNE gene causing a deficiency of an enzyme necessary for the synthesis of sialic acid.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
BrainInflammatoryDisease	brain inflammatory disease	An inflammatory disease involving a pathogenic inflammatory response in the brain.		[{'predicate': 'DiseaseHasInflammationSite', 'target': 'Brain'}, {'predicate': 'subClassOf', 'target': 'Encephalomyelitis'}, {'predicate': 'subClassOf', 'target': 'BrainDisorder'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Disease'}, {'predicate': 'DiseaseHasInflammationSite', 'target': 'Brain'}]	MONDO:0015144	A disease causing inflammation in the brain.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
HemifacialMicrosomia	hemifacial microsomia			[{'predicate': 'subClassOf', 'target': 'OculoAuriculoVertebralSpectrum'}]		MONDO:0015398	A congenital condition characterized by malformation of the ear, and of the mouth and jaw on one side of the face.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
46XYDisorderOfSexDevelopmentDueToIsolated1720LyaseDeficiency	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	46,XY disorder of sex development due to isolated 17,20-lyase deficiency is a rare disorder of sex development due to reduced 17,20-lyase activity that affects individuals with 46,XY karyotype and is characterized by ambiguous external genitalia, including micropenis, perineal hypospadias, bifid scrotum, cryptorchidism, and a blind vaginal pouch. Blood pressure and electrolytes are normal whilst hormonal investigations show normal basal and stimulated levels of cortisol, and low basal and stimulated androgen levels.		[{'predicate': 'subClassOf', 'target': 'CongenitalAdrenalHyperplasiaDueTo17AlphaHydroxylaseDeficiency'}]		MONDO:0019597	46,XY disorder of sex development due to isolated 17,20-lyase deficiency is a type of Congenital Adrenal Hyperplasia Due To 17 Alpha Hydroxylase Deficiency.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
