# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-09-01 12:50:17.870220'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mondo
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mondo_training
#   testing_set_collection: ont_mondo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - relationships
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Acrokeratoderma	acrokeratoderma			[{'predicate': 'subClassOf', 'target': 'EpidermalDisease'}]		MONDO:0019271	[{'predicate': 'HasCharacteristic', 'target': 'AbnormalKeratinization'}, {'predicate': 'HasCharacteristic', 'target': 'ThickeningAndHardeningOfSkin'}, {'predicate': 'HasCharacteristic', 'target': 'DistinctPatternResemblingTreeBarkOrRoughStone'}, {'predicate': 'HasPotentialComplication', 'target': 'ReducedSweatProduction'}, {'predicate': 'HasPotentialComplication', 'target': 'IncreasedRiskOfOverheating'}, {'predicate': 'subclassOf', 'target': 'ChronicSkinCondition'}, {'predicate': 'HasEffectOnQualityOfLife', 'target': 'ChangesInAppearance'}, {'predicate': 'HasEffectOnQualityOfLife', 'target': 'ReducedFunctionalityOfHandsOrFeet'}]	0.0	0.0	0.0	0.0	0.0	0	0	8	1
AnomalyOfPubertyOrAndMenstrualCycle	anomaly of puberty or/and menstrual cycle			[{'predicate': 'subClassOf', 'target': 'FemaleReproductiveSystemDisorder'}]		MONDO:0015860	[{'predicate': 'subClassOf', 'target': 'ReproductiveSystemDisorder'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AcrodysostosisWithMultipleHormoneResistance	acrodysostosis with multiple hormone resistance			[{'predicate': 'subClassOf', 'target': 'Polyendocrinopathy'}, {'predicate': 'subClassOf', 'target': 'MandibulofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'AcrofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'HereditaryOtorhinolaryngologicDisease'}]		MONDO:0017240	[{'predicate': 'subClassOf', 'target': 'Acrodysostosis'}, {'predicate': 'DiseaseHasFeature', 'target': 'HormoneResistance'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'PDE4D'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'PRKAR1A'}]	0.0	0.0	0.0	0.0	0.0	0	0	4	4
46XXDisorderOfSexDevelopmentInducedByMaternalDerivedAndrogen	46,XX disorder of sex development induced by maternal-derived androgen			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess'}]		MONDO:0019608	[{'predicate': 'subClassOf', 'target': 'DisorderOfSexDevelopment'}, {'predicate': 'HasMaterialBasisIn', 'target': 'Maternal-derivedAndrogen'}, {'predicate': 'subClassOf', 'target': 'PositionEffect'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1
CapMyopathy2	cap myopathy 2			[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'KY'}, {'predicate': 'subClassOf', 'target': 'StructuralMyopathies'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
IntestinalDiseaseDueToVitaminAbsorptionAnomaly	intestinal disease due to vitamin absorption anomaly			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'IntestinalAbsorption'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'VitaminTransport'}, {'predicate': 'subClassOf', 'target': 'MalabsorptionSyndrome'}]		MONDO:0015179	[{'predicate': 'subClassOf', 'target': 'IntestinalDisease'}, {'predicate': 'HasSymptom', 'target': 'VitaminDeficiency'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4
AggressivePrimaryCutaneousBCellLymphoma	aggressive primary cutaneous B-cell lymphoma			[{'predicate': 'subClassOf', 'target': 'ImmuneSystemCancer'}, {'predicate': 'subClassOf', 'target': 'PrimaryCutaneousBCellLymphoma'}, {'predicate': 'subClassOf', 'target': 'AggressiveBCellNonHodgkinLymphoma'}]		MONDO:0015818	[{'predicate': 'subClassOf', 'target': 'CutaneousBCellLymphoma'}, {'predicate': 'subClassOf', 'target': 'AggressiveCancer'}, {'predicate': 'subClassOf', 'target': 'SkinCancer'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	3
TeratogenicPierreRobinSyndrome	teratogenic Pierre Robin syndrome			[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'subClassOf', 'target': 'OtorhinolaryngologicDisease'}]		MONDO:0015323	[{'predicate': 'subClassOf', 'target': 'Syndrome'}, {'predicate': 'subClassOf', 'target': 'CongenitalAbnormality'}, {'predicate': 'subClassOf', 'target': 'TeratogenicDisorder'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	2
AutosomalRecessiveSpasticParaplegiaType85	autosomal recessive spastic paraplegia type 85			[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'AP5Z1'}, {'predicate': 'subClassOf', 'target': 'HereditarySpasticParaplegia'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies	progressive myoclonic epilepsy with neuroserpin inclusion bodies			[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'neuroserpin'}, {'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}, {'predicate': 'associatedWith', 'target': 'recurrrent seizures'}, {'predicate': 'associatedWith', 'target': 'learning disabilities'}, {'predicate': 'associatedWith', 'target': 'memory loss'}, {'predicate': 'associatedWith', 'target': 'dementia'}, {'predicate': 'associatedWith', 'target': 'neurological deterioration'}, {'predicate': 'associatedWith', 'target': 'ataxia'}]	0.125	1.0	0.2222222222222222	0.125	0.0	1	0	7	0
NeuronalTumor	neuronal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'NeuroepithelialNeoplasm'}]		MONDO:0016726	[{'predicate': 'subClassOf', 'target': 'NeuralTissueNeoplasm'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2
EyelidBorderAnomaly	eyelid border anomaly			[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}]		MONDO:0020155	[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}, {'predicate': 'subClassOf', 'target': 'CongenitalEyeAnomaly'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
CongenitalMuscularDystrophyWithCerebellarInvolvement	congenital muscular dystrophy with cerebellar involvement			[{'predicate': 'subClassOf', 'target': 'DisorderOfOMannosylglycanSynthesis'}, {'predicate': 'subClassOf', 'target': 'MuscularDystrophyDystroglycanopathy'}]		MONDO:0018277	[{'predicate': 'subClassOf', 'target': 'CongenitalMuscularDystrophy'}, {'predicate': 'subClassOf', 'target': 'CerebellarDisorder'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
RetinalCiliopathyDueToMutationInTheRPGRGene	retinal ciliopathy due to mutation in the RPGR gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'subClassOf', 'target': 'RPGRRelatedRetinopathy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}]	MONDO:0022399	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}, {'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
InheritedDigestiveTractTumor	inherited digestive tract tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'HereditaryDisease'}, {'predicate': 'subClassOf', 'target': 'DigestiveSystemNeoplasm'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}]	MONDO:0017128	[{'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'Neoplasm_MONDO:0005070'}]	0.3333333333333333	0.25	0.28571428571428575	0.16666666666666666	0.0	1	0	2	3
SyndromicGeneticObesity	syndromic genetic obesity			[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'OvergrowthObesitySyndrome'}, {'predicate': 'subClassOf', 'target': 'InheritedObesity'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InheritedObesity'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0016565	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'InheritedObesity'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
CongenitalAbsenceHypoplasiaOfFingersExcludingThumb	congenital absence/hypoplasia of fingers excluding thumb			[{'predicate': 'subClassOf', 'target': 'AdactylyOfHand'}]		MONDO:0017448	[{'predicate': 'subClassOf', 'target': 'CongenitalAbsenceHypoplasiaOfDigits'}, {'predicate': 'subClassOf', 'target': 'CongenitalAbnormalityOfTheHand'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
PrimaryPeritonealTumor	primary peritoneal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'Neoplasm_MONDO:0005070'}]		MONDO:0015682	[{'predicate': 'subClassOf', 'target': 'PeritonealNeoplasm'}, {'predicate': 'subClassOf', 'target': 'Tumor'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
46XXDisorderOfSexDevelopmentInducedByAndrogensExcess	46,XX disorder of sex development induced by androgens excess			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopment'}]		MONDO:0020039	[{'predicate': 'subClassOf', 'target': 'DisorderOfSexualDifferentiation'}, {'predicate': 'HasCause', 'target': 'ExcessOfAndrogens'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
RetinalCiliopathyDueToMutationInUsherGene	retinal ciliopathy due to mutation in Usher gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]		MONDO:0022404	[{'predicate': 'HasMaterialBasisInMutationIn', 'target': 'UsherGene'}, {'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'subClassOf', 'target': 'RetinalDisease'}, {'predicate': 'subClassOf', 'target': 'GeneticDisorder'}]	0.25	1.0	0.4	0.25	0.0	1	0	3	0
AlphaCrystallinopathy	alpha-crystallinopathy			[{'predicate': 'subClassOf', 'target': 'CongenitalNervousSystemDisorder'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeDefectsOfAlphaBCristallin'}, {'predicate': 'subClassOf', 'target': 'MyofibrillarMyopathy'}]		MONDO:0020343	[{'predicate': 'HasMaterialBasisInMutationIn', 'target': 'CRYAA'}, {'predicate': 'HasMaterialBasisInMutationIn', 'target': 'CRYAB'}, {'predicate': 'subClassOf', 'target': 'GeneticDisease'}, {'predicate': 'subClassOf', 'target': 'EyeDisease'}, {'predicate': 'AssociatedWith', 'target': 'HereditaryCataracts'}, {'predicate': 'AssociatedWith', 'target': 'Myopathy'}, {'predicate': 'AssociatedWith', 'target': 'DilatedCardiomyopathy'}]	0.0	0.0	0.0	0.0	0.0	0	0	7	3
RespiratoryMalformation	respiratory malformation			[{'predicate': 'subClassOf', 'target': 'RespiratoryOrThoracicMalformation'}]		MONDO:0015930	[{'predicate': 'subClassOf', 'target': 'RespiratorySystemAbnormality'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
TranspositionOfTheGreatArteriesAndConotruncalCardiacAnomaly	transposition of the great arteries and conotruncal cardiac anomaly			[{'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}, {'predicate': 'subClassOf', 'target': 'CongenitalHeartMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Disease'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}]	MONDO:0020285	[{'predicate': 'DiseaseHasMajorFeature', 'target': 'TranspositionOfTheGreatArteries'}, {'predicate': 'DiseaseHasMajorFeature', 'target': 'ConotruncalDefect'}, {'predicate': 'subClassOf', 'target': 'Disease'}]	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.5	0.0	2	0	1	1
SyndromicUrogenitalTractMalformation	syndromic urogenital tract malformation	A urogenital tract malformation that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'UrogenitalTractMalformation'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'UrogenitalTractMalformation'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015620	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'UrogenitalTractMalformation'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
InbornDisorderOfGlycerolMetabolism	inborn disorder of glycerol metabolism	An inherited metabolic disease that is has its basis in the disruption of glycerol metabolic process.		[{'predicate': 'subClassOf', 'target': 'InbornCarbohydrateMetabolicDisorder'}, {'predicate': 'subClassOf', 'target': 'GlycerolMetabolismDisease'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'InbornErrorsOfMetabolism'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'GlycerolMetabolicProcess'}]	MONDO:0019227	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'GlycerolMetabolicProcess'}, {'predicate': 'subClassOf', 'target': 'InbornErrorsOfMetabolism'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
QualitativeOrQuantitativeDefectsOfMyotilin	qualitative or quantitative defects of myotilin			[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'MYOT'}, {'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]		MONDO:0016201	[{'predicate': 'subClassOf', 'target': 'QualitativeOrQuantitativeProteinDefectsInNeuromuscularDiseases'}]	1.0	0.5	0.6666666666666666	0.5	0.0	1	0	0	1
SyndromicHypothyroidism	syndromic hypothyroidism	A hypothyroidism that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'PermanentCongenitalHypothyroidism'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Hypothyroidism'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0015778	[{'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}, {'predicate': 'subClassOf', 'target': 'Hypothyroidism'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
AnomalyOfTheSecretoryAndExcretoryApparatusOfTheLacrimalSystem	anomaly of the secretory and excretory apparatus of the lacrimal system			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'LacrimalApparatusDisorder'}]		MONDO:0020196	[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheEye'}, {'predicate': 'subClassOf', 'target': 'AbnormalityOfLacrimalSystem'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
DisorderOfKetoneBodyTransport	disorder of ketone body transport			[{'predicate': 'subClassOf', 'target': 'DisorderOfFattyAcidAndKetoneBodyMetabolism'}]		MONDO:0018579	[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'KetoneBodyTransport'}, {'predicate': 'subClassOf', 'target': 'DisorderOfFattyAcidAndKetoneBodyMetabolism'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
MajorInductionProcessesEyeAnomaly	major induction processes eye anomaly			[{'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}, {'predicate': 'subClassOf', 'target': 'DevelopmentalDefectOfTheEye'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}]	MONDO:0020146	[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'LensInductionInCameraTypeEye'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
RegionalVariantOfGuillainBarreSyndrome	regional variant of Guillain-Barre syndrome			[{'predicate': 'subClassOf', 'target': 'VariantOfGuillainBarreSyndrome'}]		MONDO:0016494	[{'predicate': 'subClassOf', 'target': 'GuillainBarreSyndrome'}, {'predicate': 'HasCharacteristic', 'target': 'RegionalVariant'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
SyndromicVisceralMalformation	syndromic visceral malformation			[{'predicate': 'subClassOf', 'target': 'VisceralMalformationOfTheLiver_biliaryTract_pancreasOrSpleen'}]		MONDO:0015214	[{'predicate': 'subClassOf', 'target': 'VisceralMalformation'}, {'predicate': 'subClassOf', 'target': 'SyndromicDisease'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
AcquiredPeripheralMovementDisorder	acquired peripheral movement disorder			[{'predicate': 'subClassOf', 'target': 'AcquiredPeripheralNeuropathy'}]		MONDO:0016375	[{'predicate': 'DiseaseHasMajorFeature', 'target': 'AbnormalityOfMovement'}, {'predicate': 'subClassOf', 'target': 'NervousSystemDisorder'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'PeripheralNervousSystem'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1
EsophagealMalformation	esophageal malformation			[{'predicate': 'subClassOf', 'target': 'EsophagealDisorder'}, {'predicate': 'subClassOf', 'target': 'DigestiveTractMalformation'}]		MONDO:0019513	[{'predicate': 'subClassOf', 'target': 'EsophagealDisorder'}]	1.0	0.5	0.6666666666666666	0.5	0.0	1	0	0	1
AP4RelatedIntellectualDisabilityAndSpasticParaplegia	AP4-related intellectual disability and spastic paraplegia	A disorder that presents with spastic paraplegia and intellectual disability in which the cause of the disease is a mutation in the AP4B1 gene.		[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'SyndromicIntellectualDisability'}, {'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0017241	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'AP4B1'}, {'predicate': 'subClassOf', 'target': 'IntellectualDisability'}, {'predicate': 'subClassOf', 'target': 'SpasticParaplegia'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	3
