# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-09-04 10:16:37.794999'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_foodon
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_foodon_training
#   testing_set_collection: ont_foodon_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
WildBoarMeat_ground_	wild boar meat (ground)	Wild boar meat which is ground.		[{'predicate': 'subClassOf', 'target': 'WildBoarFoodProduct'}]		FOODON:00004425	"Ground wild boar meat is a food product that belongs to the category of WildBoarFoodProduct. It is a versatile and flavorful ingredient that is derived from the meat of a wild boar. Wild boars are large, omnivorous mammals native to Europe, Asia, and North Africa. They have a distinctive appearance, characterized by a stocky build, a bristly coat, and prominent tusks.

The ground wild boar meat is obtained by mincing and grinding the meat of these wild animals. It has a rich and robust flavor profile that is often described as gamey, earthy, and slightly sweet. The meat is lean, tender, and darker in color compared to traditional pork. This makes it an appealing alternative for those seeking unique and more adventurous tastes.

Ground wild boar meat is incredibly versatile and can be used in a wide range of culinary applications. It can be utilized to prepare various dishes, including burgers, meatballs, sausages, stews, and meatloaves. Its distinct taste adds depth and complexity to recipes, making it a popular choice among adventurous cooks and chefs.

Due to its lean nature, ground wild boar meat is considered a healthier alternative to conventional ground meats. It contains lower levels of saturated fats and cholesterol while being rich in essential nutrients like protein, iron, and zinc. Additionally, wild boars are known to roam and forage in the wild, which makes their meat more natural and free from antibiotics or growth hormones.

Ground wild boar meat can be found in specialty meat markets, gourmet grocery stores, or online platforms. It is often sold in vacuum-sealed packages to preserve its freshness and quality. When purchasing, it is essential to ensure that the meat is sourced responsibly and from reputable suppliers who adhere to proper hunting and processing standards.

In conclusion, ground wild boar meat is an exquisite culinary ingredient with a distinct flavor and versatility. It offers a unique dining experience for those looking to explore flavors beyond traditional meats. Whether used in burgers, sausages, or stews, this meat is sure to elevate any dish with its robust, gamey taste and added health benefits."	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IvyGourd_frozenRaw_	ivy gourd (frozen raw)			[{'predicate': 'subClassOf', 'target': 'IvyGourdFoodProduct'}]		FOODON:00004407		0.0	0.0	0.0	0.0	0.0	0	0	0	0
DurumWheatKernel_raw_	durum wheat kernel (raw)	A durum wheat kernel which is raw (not dried).		[{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}, {'predicate': 'subClassOf', 'target': 'DurumWheatKernel'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'DurumWheatKernel'}, {'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}]	FOODON:00004364	A whole raw durum wheat kernel.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MafurraNutFoodProduct	mafurra nut food product	A food product derived from a mafurra (Trichilia emetica) nut.		[{'predicate': 'subClassOf', 'target': 'NutFoodProduct'}]		FOODON:00004431		0.0	0.0	0.0	0.0	0.0	0	0	0	1
DuckEgg	duck egg			[{'predicate': 'InTaxon', 'target': 'Duck'}, {'predicate': 'subClassOf', 'target': 'DuckEggFoodProduct'}, {'predicate': 'subClassOf', 'target': 'ShelledEgg'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ShelledEgg'}, {'predicate': 'InTaxon', 'target': 'Duck'}]	FOODON:00004428	A duck egg is a specific type of shelled egg that originates from a duck and is commonly used in various culinary applications.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
PlantPiece	plant piece	An anatomical or other piece derived from a plant.		[{'predicate': 'subClassOf', 'target': 'OrganismPiece'}, {'predicate': 'subClassOf', 'target': 'PlantMaterial'}]		FOODON:00004333	Any portion or fragment of a plant that has been separated or detached from the main plant body. It is classified as both an OrganismPiece and a subtype of PlantMaterial, indicating its relationship with living organisms and its origin from plants.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
GreenAcornSquash_raw_	green acorn squash (raw)	A whole green acorn squash which is raw.		[{'predicate': 'subClassOf', 'target': 'GreenAcornSquash'}]		FOODON:00004443	A whole raw green acorn squash.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
GreenAcornSquash	green acorn squash	A whole acorn squash which has a green skin.		[{'predicate': 'subClassOf', 'target': 'AcornSquash'}]		FOODON:00004442	A specific variety of acorn squash characterized by its green-colored skin and unique shape, resembling the silhouette of an acorn.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
CanolaStraw	canola straw	A straw of a canola plant (Brassica napus var. napus).		[{'predicate': 'subClassOf', 'target': 'Straw'}]		FOODON:00004430	A straw derived from the canola plant	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WingedBeanLeaf	winged bean leaf	A leaf of a winged bean plant (Psophocarpus tetragonolobus).		[{'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}, {'predicate': 'subClassOf', 'target': 'WingedBeanFoodProduct'}, {'predicate': 'subClassOf', 'target': 'BeanLeaf'}, {'predicate': 'subClassOf', 'target': 'RosetteLeaf'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RosetteLeaf'}, {'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}]	FOODON:00004390	A rosette leaf of the plant species Psophocarpus Tetragonolobus.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AmericanBeautyberry_raw_	american beautyberry (raw)			[{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}, {'predicate': 'subClassOf', 'target': 'AmericanBeautyberry'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'AmericanBeautyberry'}, {'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}]	FOODON:00004397	A raw American beautyberry.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
GoldenAcornSquash_raw_	golden acorn squash (raw)	A whole golden acorn squash which is raw.		[{'predicate': 'subClassOf', 'target': 'GreenAcornSquash'}, {'predicate': 'subClassOf', 'target': 'GoldenAcornSquash'}]		FOODON:00004445	A whole raw golden acorn squash with a brilliant golden-yellow skin.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Potato_withSkin_boiled_	potato (with skin, boiled)	A boiled whole potato.		[{'predicate': 'subClassOf', 'target': 'PotatoFoodProduct'}]		FOODON:00004345		0.0	0.0	0.0	0.0	0.0	0	0	0	1
GoatFoodProduct	goat food product	A food product made from one or more goats.		[{'predicate': 'subClassOf', 'target': 'MammalianMeatFoodProduct'}]		FOODON:00004420		0.0	0.0	0.0	0.0	0.0	0	0	0	1
RedHickoryNut	red hickory nut	A whole hickory nut from a red hickory tree (Carya ovalis)		[{'predicate': 'InTaxon', 'target': 'CaryaOvalis'}, {'predicate': 'subClassOf', 'target': 'HickoryNut'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'HickoryNut'}, {'predicate': 'InTaxon', 'target': 'CaryaOvalis'}]	FOODON:00004450	A subclass of hickory nut belonging to the CaryaOvalis species	0.0	0.0	0.0	0.0	0.0	0	0	1	1
HempSeed_raw_	hemp seed (raw)			[{'predicate': 'subClassOf', 'target': 'HempSeed'}]		FOODON:00004401	A hemp seed that is raw and unprocessed.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
PecanNutFoodProduct	pecan nut food product	A food product which derives from a pecan cultivar (Carya illinoinensis) nut.		[{'predicate': 'subClassOf', 'target': 'HickoryNutFoodProduct'}]		FOODON:00002107	A pecan nut food product is a specific type of food product that is derived from the pecan nut, a rich and flavorful nut commonly found in various regions of the United States and Mexico.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
BerryJuice	berry juice			[{'predicate': 'subClassOf', 'target': 'FruitJuiceFoodProduct'}, {'predicate': 'subClassOf', 'target': 'BerryFoodProduct'}]		FOODON:00001641		0.0	0.0	0.0	0.0	0.0	0	0	0	0
BlackBeautyberry_raw_	black beautyberry (raw)			[{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}, {'predicate': 'subClassOf', 'target': 'BlackBeautyberry'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'BlackBeautyberry'}, {'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}]	FOODON:00004395	The black beautyberry is a plant species belonging to the Black Beautyberry category. It is characterized by its unprocessed state, vibrant black berries, and potential culinary and health benefits.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
HempSeed_dehulled_raw_	hemp seed (dehulled, raw)			[{'predicate': 'subClassOf', 'target': 'HempFoodProduct'}]		FOODON:00004400		0.0	0.0	0.0	0.0	0.0	0	0	0	0
PinkShrimp_cooked_	pink shrimp (cooked)	Pink shrimp (Pandalus borealis) which have been cooked.		[{'predicate': 'subClassOf', 'target': 'Shrimp_cooked_'}]		FOODON:00004418		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PlantMaterial	plant material	Anatomical or other piece(s) or substance derived from one or more plants.		[{'predicate': 'subClassOf', 'target': 'OrganismMaterial'}]		FOODON:00004331	Any type of material that comes from plants, including trees, shrubs, flowers, and other types of vegetation.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WildBoarMeat_raw_	wild boar meat (raw)	Wild boar meat which is raw.		[{'predicate': 'subClassOf', 'target': 'WildBoarFoodProduct'}]		FOODON:00004424	Refers to the raw flesh of wild boars, which are large, omnivorous mammals native to various regions around the world. Known for their distinctive appearance, wild boars are generally considered to be game animals due to their elusive nature and challenging hunting behavior. Raw wild boar meat is highly valued for its unique flavor and texture, making it a popular choice among meat enthusiasts and professional chefs. It is also highly nutritious, offering a range of health benefits. In culinary applications, it can be used in various traditional and modern recipes, and its lean nature requires careful handling and cooking. Wild boar meat is often sourced through sustainable hunting practices or controlled populations and should be obtained from reputable sources to ensure safety and quality. Overall, it remains a sought-after choice for those looking to experience the unique and wild essence of boar cuisine.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AnimalOrgan	animal organ			[{'predicate': 'subClassOf', 'target': 'AnimalPiece'}]		FOODON:00004436		0.0	0.0	0.0	0.0	0.0	0	0	0	0
MexicanHickoryNut	mexican hickory nut	A whole hickory nut from a mexican hickory tree (Carya palmeri)		[{'predicate': 'InTaxon', 'target': 'CaryaPalmeri'}, {'predicate': 'subClassOf', 'target': 'HickoryNut'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'HickoryNut'}, {'predicate': 'InTaxon', 'target': 'CaryaPalmeri'}]	FOODON:00004452	A hickory nut of the Carya Palmeri species.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
BabyArugulaGreens	baby arugula greens	A bunch of baby arugula leaves (immature leaves)		[{'predicate': 'subClassOf', 'target': 'ArugulaGreensBunch'}]		FOODON:00004437	Baby arugula greens are a type of arugula greens that are young and tender in nature.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
RiceKernelWithHusk	rice kernel with husk	A rice kernel which is attached to its husk.		[{'predicate': 'subClassOf', 'target': 'RiceFoodProduct'}]		FOODON:00004329	An individual grain of rice that is still enclosed within its outer covering, known as the husk.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SweetPotato_cooked_	sweet potato (cooked)	A sweet potato that has been cooked.		[{'predicate': 'subClassOf', 'target': 'SweetPotato'}]		FOODON:00004429	A cooked sweet potato is a type of sweet potato that has been prepared by cooking it until it becomes soft and tender. It belongs to the broader category of sweet potatoes.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MexicanGreySquash_raw_	mexican grey squash (raw)	A whole Mexican grey squash which is raw.		[{'predicate': 'subClassOf', 'target': 'MexicanGreySquash'}]		FOODON:00004447	A whole raw Mexican Grey Squash. It is a type of squash that originates from Mexico.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MalnutritionSupplementFoodProduct	malnutrition supplement food product	A food supplement food product designed to alleviate malnutrition.		[{'predicate': 'subClassOf', 'target': 'FoodSupplementFoodProduct'}]		FOODON:03603000		0.0	0.0	0.0	0.0	0.0	0	0	0	1
DuckEggYolk_raw_	duck egg yolk (raw)			[{'predicate': 'subClassOf', 'target': 'DuckEggFoodProduct'}]		FOODON:00004427		0.0	0.0	0.0	0.0	0.0	0	0	0	0
Parsnip_peeled_	parsnip (peeled)	A parsnip which has been peeled.		[{'predicate': 'subClassOf', 'target': 'ParsnipFoodProduct'}]		FOODON:00004370		0.0	0.0	0.0	0.0	0.0	0	0	0	1
GreenCardamomSeed_dried_	green cardamom seed (dried)			[{'predicate': 'subClassOf', 'target': 'CardamomFoodProduct'}]		FOODON:00004454	Dried seeds obtained from the green pods of the Elettaria cardamomum plant.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
CommonMillet_cooked_	common millet (cooked)	Common millet which is cooked.		[{'predicate': 'subClassOf', 'target': 'CommonMilletFoodProduct'}]		FOODON:00004438		0.0	0.0	0.0	0.0	0.0	0	0	0	1
