# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-03 17:27:20.388477'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_envo
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_envo_training
#   testing_set_collection: ont_envo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
ContaminatedLand	contaminated land	Land which has elevated levels of some contaminants or substances that are potentially hazardous to health or the environment.		[{'predicate': 'subClassOf', 'target': 'Land'}]		ENVO:03600073	Land that has been polluted or tainted by harmful substances.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Pump	pump	A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501266		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PressureOfAtmosphericWaterVapour	pressure of atmospheric water vapour	The pressure of some atmospheric water vapour.		[{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}, {'predicate': 'subClassOf', 'target': 'Pressure'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Pressure'}, {'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}]	ENVO:09200033	The pressure of atmospheric water vapour.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NetShortwaveRadiation	net shortwave radiation	Energy which has been absorbed by an astronomical body or its parts following that body's irradiation by shortwave radiation from a star.		[{'predicate': 'RealizedIn', 'target': 'StellarRadiation'}, {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}, {'predicate': 'subClassOf', 'target': 'Energy'}]		ENVO:06105265	The total amount of shortwave radiation that is absorbed by an object minus the amount that is reflected or transmitted.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ChildCareEnvironment	child care environment	An anthropogenic environment which is designed for child care.		[{'predicate': 'HasPart', 'target': 'DayCareBuilding'}, {'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironment'}]		ENVO:03501333	An environment created specifically for the care and development of children, typically found in a day care building.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SiltyClay	silty clay	Clay which has a high proportion of silt in its composition.		[{'predicate': 'HasPart', 'target': 'Silt'}, {'predicate': 'subClassOf', 'target': 'Clay'}]		ENVO:06105280	Clay which is primarily composed of silt particles.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NeonatalUnitFacility	neonatal unit facility	A hospital unit facility which is used to provide neonatal medical services.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501159	A facility within a hospital that provides specialized care for newborn infants.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfAmmoniumInSeaWater	concentration of ammonium in sea water	The concentration of ammonium when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOfAmmoniumInLiquidWater'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021526'}]	ENVO:3100040	The concentration of ammonium when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
VacuumCleaner	vacuum cleaner	A device that causes suction in order to remove debris from surfaces.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NutritionAndDieteticsUnitFacility	nutrition and dietetics unit facility	A hospital unit facility which is used to provide nutrition and dietetics services.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501163		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Trattoria	trattoria	A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.		[{'predicate': 'subClassOf', 'target': 'Restaurant'}]		ENVO:03501228		0.0	0.0	0.0	0.0	0.0	0	0	0	1
MeromicticPond	meromictic pond	A pond which has layers of water that do not intermix.		[{'predicate': 'subClassOf', 'target': 'Pond'}]		ENVO:03600043	A pond which has layers of water that do not intermix.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
WastewaterTreatmentProcess	wastewater treatment process	A recycling process during which wastewater is treated		[{'predicate': 'subClassOf', 'target': 'RecyclingProcess'}]		ENVO:06105300	A process in which wastewater is treated to remove contaminants and make it suitable for reuse or discharge into the environment.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfCalciumCarbonateInSeaWater	concentration of calcium carbonate in sea water	The concentration of calcium carbonate when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOf'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021679'}]	ENVO:3100049	The concentration of calcium carbonate when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
PhysiotherapyUnitFacility	physiotherapy unit facility	A hospital unit facility which is used to provide physiotherapy.		[{'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501172	A facility within a hospital that provides physiotherapy services	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SnowCover	snow cover	An area density which inheres in snow distributed over an area of a landmass or other substrate.		[{'predicate': 'subClassOf', 'target': 'AreaDensity'}]		ENVO:03400003	The amount of snow covering an area, expressed as a density.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Dryer	dryer	A device designed to remove water or humidity.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284	A manufactured product that removes moisture or liquid from an object or substance.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PublicTransitSystem	public transit system	A constructed transport system which is owned by a government or other form of public representation.		[{'predicate': 'PartOf', 'target': 'PublicInfrastructure'}, {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'ConstructedTransportSystem'}]		ENVO:03501111	A system that provides public transportation services for a community or region.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Photobioreactor	photobioreactor	A bioreactor which utilizes a light source to cultivate phototrophic microorganisms.		[{'predicate': 'subClassOf', 'target': 'Bioreactor'}]		ENVO:03600077	A bioreactor that utilizes light as the energy source for biological reactions	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Convective	convective	A physical quality of a process which is characteristic of processes that transport material within a volume due to the combined effects of material property heterogeneity and body forces across that volume.		[{'predicate': 'subClassOf', 'target': 'PhysicalQualityOfAProcess'}]		ENVO:01003011	convective is a physical quality of a process	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfChloroflurocarbonInSeaWater	concentration of chloroflurocarbon in sea water	The concentration of chloroflurocarbon when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOf'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021594'}]	ENVO:3100044	The concentration of chloroflurocarbon when measured in sea water.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
PrecipitationOfSleet	precipitation of sleet	A hydrological precipitation process during which water falls in both liquid and frozen form.		[{'predicate': 'subClassOf', 'target': 'HydrologicalPrecipitationProcess'}]		ENVO:03400014	The process of precipitation in the form of small ice pellets or raindrops that freeze into ice pellets before reaching the ground.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AlkalineSpring	alkaline spring	A mineral spring through which water with a high pH flows.		[{'predicate': 'subClassOf', 'target': 'MineralSpring'}]		ENVO:01001894	A spring that has a high concentration of alkali metals or alkaline earth metals in its water.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ToteBag	tote bag	A large bag with parallel handles that emerge from the sides of its pouch.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501293		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Squeegee	squeegee	A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.		[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	0	1
Gypsum	gypsum	A soft sulfate mineral composed of calcium sulfate dihydrate.		[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253	Gypsum is a mineral composed of calcium sulfate dihydrate.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SpeedOfSoilWaterInfiltration	speed of soil water infiltration	The speed of some soil water infiltration.		[{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}, {'predicate': 'subClassOf', 'target': 'Speed'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Speed'}, {'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}]	ENVO:09200028	The speed at which water infiltrates into soil.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DrySoilAlbedo	dry soil albedo	Soil albedo which inheres in dry soil.		[{'predicate': 'subClassOf', 'target': 'SoilAlbedo'}]		ENVO:06105233	Dry soil albedo is a subclass of SoilAlbedo.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PediatricIntensiveCareUnitFacility	pediatric intensive care unit facility	A hospital unit facility which is used to provide pediatric intensive care.		[{'predicate': 'subClassOf', 'target': 'IntensiveCareUnitFacility'}]		ENVO:03501170	A facility that provides intensive care specifically for pediatric patients.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
NestOfAlligator	nest of alligator	An animal habitation which is built by alligators from plants and decomposing vegetation in order to protect their eggs from predators.		[{'predicate': 'subClassOf', 'target': 'AnimalHabitation'}]		ENVO:03600069	The dwelling of an alligator or group of similar animals.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ConcentrationOfCarbon13AtomInSeaWater	concentration of carbon-13 atom in sea water	The concentration of carbon-13 atom when measured in sea water.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOfCarbonAtomInSeaWater'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ConcentrationOf'}, {'predicate': 'CharacteristicOf', 'target': '_:riog00021560'}]	ENVO:3100042	The concentration of a carbon-13 atom when measured in sea water.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Hillock	hillock	A hill which is small and usually separated from a larger group of hills such as a range.		[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238	A small hill or mound.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
