# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-04 15:50:41.392950'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mp_training
#   testing_set_collection: ont_mp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - label
# report_path: null
# working_directory: results
# results: null
masked_id	expected_label	feature_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_label	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
AbnormalCorneaSize	abnormal cornea size	deviation from the average range of cornea size for a given organism		[{'predicate': 'subClassOf', 'target': 'AbnormalCorneaMorphology'}]		MP:0031498	abnormal cornea size	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalRibosomeAssembly	abnormal ribosome assembly	any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits		[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243	abnormal ribosome assembly	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalAdrenalGlandZonaFasciculataSize	abnormal adrenal gland zona fasciculata size	anomaly in the size of the wide middle zone of the adrenal cortex that produces cortisol		[{'predicate': 'subClassOf', 'target': 'AbnormalAdrenalGlandZonaFasciculataMorphology'}]		MP:0014284	abnormal adrenal gland zona fasciculata size	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbsentRetinaNerveFiberLayer	absent retina nerve fiber layer	absence of the retinal layer formed by expansion of the fibers of the optic nerve		[{'predicate': 'subClassOf', 'target': 'AbnormalRetinaNerveFiberLayerMorphology'}]		MP:0014251	absent retina nerve fiber layer	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedOvalWindowSize	decreased oval window size	less than average size of the oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes		[{'predicate': 'subClassOf', 'target': 'AbnormalOvalWindowMorphology'}]		MP:0031491	small oval window	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IncreasedCirculatingHypoxanthineLevel	increased circulating hypoxanthine level	an increased amount of hypoxanthine in the blood compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHypoxanthineLevel'}]		MP:0031487	increased circulating hypoxanthine level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalSkeletalMaturation	abnormal skeletal maturation	any anomaly in the series of characteristic changes in size, shape, and calcification occuring in the skeleton from fetal life until puberty that result in the skeleton reaching its full maturity		[{'predicate': 'subClassOf', 'target': 'AbnormalSkeletonDevelopment'}]		MP:0014294	abnormal skeletal maturation	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedPairedPulseRatio	increased paired-pulse ratio	increase in the ratio of the amplitude of the second response to the first response in central synapses following activation twice in rapid succession		[{'predicate': 'subClassOf', 'target': 'AbnormalPairedPulseRatio'}]		MP:0014254	increased paired-pulse ratio	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedUrineXanthineLevel	decreased urine xanthine level	a reduced amount of xanthine in the urine compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineXanthineLevel'}]		MP:0031481	decreased urine xanthine level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalAutopodSize	abnormal autopod size	anomaly in the size of the distal elements of the limb		[{'predicate': 'subClassOf', 'target': 'AbnormalAutopodMorphology'}]		MP:0014290	abnormal autopod size	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalMouthShape	abnormal mouth shape	any anomaly in the characteristic surface outline or contour of the mouth of an organism		[{'predicate': 'subClassOf', 'target': 'AbnormalMouthMorphology'}]		MP:0031501	abnormal mouth morphology	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PrematureSkeletalMaturation	premature skeletal maturation	earlier than expected age at which the skeleton reaches specific stages of maturation		[{'predicate': 'subClassOf', 'target': 'AbnormalSkeletalMaturation'}]		MP:0014295	early skeletal maturation	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalCellularATPLevel	abnormal cellular ATP level	anomaly in the amount of the major energy source adenosine triphosphate inside cells		[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244	abnormal cellular ATP level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedTumorFreeSurvivalTime	increased tumor-free survival time	increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms		[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236	increased tumor-free survival time	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedOvarySecretion	increased ovary secretion	elevation in the production and/or release of hormones from ovarian tissue		[{'predicate': 'subClassOf', 'target': 'AbnormalOvarySecretion'}, {'predicate': 'subClassOf', 'target': 'IncreasedSexGlandSecretion'}]		MP:0014272	increased ovarian secretion	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalIntestinalRotation	abnormal intestinal rotation	any anomaly in the normal turning and fixation of the intestine during development potentially resulting in twisting of the intestine		[{'predicate': 'subClassOf', 'target': 'AbnormalIntestinePlacement'}]		MP:0014279	abnormal intestine rotation	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedPairedPulseInhibition	decreased paired-pulse inhibition	reduction in the suppressive response of central synapses when activated twice in rapid succession		[{'predicate': 'subClassOf', 'target': 'AbnormalPairedPulseInhibition'}]		MP:0014256	reduced paired-pulse inhibition	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IncreasedCellularATPLevel	increased cellular ATP level	elevated concentration of the major energy source adenosine triphosphate inside cells		[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014245	increased intracellular ATP level	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedCirculatingHypoxanthineLevel	decreased circulating hypoxanthine level	a reduced amount of hypoxanthine in the blood compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHypoxanthineLevel'}]		MP:0031486	decreased circulating hypoxanthine level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedCirculatingXanthineLevel	increased circulating xanthine level	an increased amount of xanthine in the blood compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingXanthineLevel'}]		MP:0031490	increased circulating xanthine level	1.0	1.0	1.0	1.0	0.0	1	0	0	0
EmbryonicLethalityPriorToToothBudStage_incompletePenetrance	embryonic lethality prior to tooth bud stage, incomplete penetrance	the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms prior to the appearance of tooth buds (Mus: E12-E12.5)		[{'predicate': 'subClassOf', 'target': 'EmbryonicLethalityPriorToToothBudStage'}]		MP:0014258	embryonic lethality, incomplete penetrance prior to tooth bud stage	0.0	0.0	0.0	0.0	0.0	0	0	1	1
EmbryonicLethalityPriorToOrganogenesis_completePenetrance	embryonic lethality prior to organogenesis, complete penetrance	death of all organisms prior to the completion of embryo turning (Mus: E9-9.5)		[{'predicate': 'subClassOf', 'target': 'EmbryonicLethalityPriorToOrganogenesis'}]		MP:0014259	embryonic lethality prior to organogenesis	0.0	0.0	0.0	0.0	0.0	0	0	1	1
EmbryonicLethalityPriorToOrganogenesis_incompletePenetrance	embryonic lethality prior to organogenesis, incomplete penetrance	the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms prior to the completion of embryo turning (Mus: E9-9.5)		[{'predicate': 'subClassOf', 'target': 'EmbryonicLethalityPriorToOrganogenesis'}]		MP:0014260	embryonic lethality prior to organogenesis, incomplete penetrance	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalSkinVasculatureMorphology	abnormal skin vasculature morphology	any structural anomaly of the network of tubes that carries blood through the skin		[{'predicate': 'subClassOf', 'target': 'AbnormalBloodVesselMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalSkinMorphology'}]		MP:0014273	abnormal blood vessel morphology through skin	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalCirculatingXanthineLevel	abnormal circulating xanthine level	any anomaly in the amount in the blood of xanthine (2,6-dihydroxypurine), a purine that is formed in the metabolic breakdown of guanine but is not present in nucleic acids		[{'predicate': 'subClassOf', 'target': 'AbnormalBloodHomeostasis'}]		MP:0031488	abnormal blood xanthine level	0.0	0.0	0.0	0.0	0.0	0	0	1	1
HindlimbSyndactyly	hindlimb syndactyly	any degree of webbing or fusion of the digits of the hindlimb autopod, may involve only soft tissues or also can include bone		[{'predicate': 'subClassOf', 'target': 'Syndactyly'}]		MP:0014283	syndactyly of hindlimb autopod	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalIntracellularOrganellePhysiology	abnormal intracellular organelle physiology	any functional anomaly in the organized components of distincive morphology and function that occur within a cell		[{'predicate': 'subClassOf', 'target': 'AbnormalCellPhysiology'}]		MP:0014241	abnormal cell component morphology and function	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AlobarHoloprosencephaly	alobar holoprosencephaly	the most severe forme of holoprosencaphaly with complete failure of the brain to separate into two hemispheres		[{'predicate': 'subClassOf', 'target': 'Holoprosencephaly'}]		MP:0014277	alobar holoprosencephaly	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalPerivascularVeinCellCoverage	abnormal perivascular vein cell coverage	any anomaly in the extent to which the cells residing around veins surround the vessel, these cells include vascular smooth muscle cells and pericytes		[{'predicate': 'subClassOf', 'target': 'AbnormalVeinMorphology'}]		MP:0014264	abnormal vein morphology	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ForelimbOligodactyly	forelimb oligodactyly	congenital condition in which some digits or parts of digits are missing from the autopods of the forelimbs		[{'predicate': 'subClassOf', 'target': 'Oligodactyly'}]		MP:0014280	oligodactyly	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbsentPrenatalMovement	absent prenatal movement	absence of any movements of a developing organism within the uterus		[{'predicate': 'subClassOf', 'target': 'AbnormalPrenatalMovement'}]		MP:0031495	absent prenatal movement	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedEnterocyteApoptosis	decreased enterocyte apoptosis	reduction in the timing or the number of enterocytes undergoing programmed cell death		[{'predicate': 'subClassOf', 'target': 'AbnormalEnterocyteApoptosis'}]		MP:0014234	decreased enterocyte apoptosis	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedVisualAcuity	increased visual acuity	gain in visual acuity or increased ability to distinguish small details		[{'predicate': 'subClassOf', 'target': 'AbnormalVisualAcuity'}]		MP:0031497	increased visual acuity	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalRibosomeMorphology	abnormal ribosome morphology	any anomaly in the structure of the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA		[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganelleMorphology'}]		MP:0014238	abnormal ribosome morphology	1.0	1.0	1.0	1.0	0.0	1	0	0	0
ForelimbSyndactyly	forelimb syndactyly	any degree of webbing or fusion of the digits of the forelimb autopod, may involve only soft tissues or also can include bone		[{'predicate': 'subClassOf', 'target': 'Syndactyly'}]		MP:0014282	syndactyly	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalRibosomePhysiology	abnormal ribosome physiology	any functional anomaly in the intracellular organelle consisting of RNA and protein that is the site of protein biosynthesis resulting from translation of messenger RNA		[{'predicate': 'subClassOf', 'target': 'AbnormalIntracellularOrganellePhysiology'}]		MP:0014240	abnormal ribosome physiology	1.0	1.0	1.0	1.0	0.0	1	0	0	0
IncreasedFemaleGermCellApoptosis	increased female germ cell apoptosis	increase in the number of female germ cells undergoing programmed cell death		[{'predicate': 'subClassOf', 'target': 'IncreasedApoptosis'}, {'predicate': 'subClassOf', 'target': 'AbnormalFemaleGermCellApoptosis'}]		MP:0031474	increased female germ cell apoptosis	1.0	1.0	1.0	1.0	0.0	1	0	0	0
SemilobarHoloprosencephaly	semilobar holoprosencephaly	a type of holoprosencephaly with partial division of the brain into two hemispheres, fusion of the hemispheres is present in the frontal and parietal lobes with the interhemispheric fissure present only in the back of the brain		[{'predicate': 'subClassOf', 'target': 'Holoprosencephaly'}]		MP:0014278	semilobar holoprosencephaly	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedCellularATPLevel	decreased cellular ATP level	reduced concentration of the major energy source adenosine triphosphate inside cells		[{'predicate': 'subClassOf', 'target': 'AbnormalCellularATPLevel'}]		MP:0014246	decreased intracellular ATP level	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalMacropinocytosis	abnormal macropinocytosis	any anomaly in the endocytosis process that results in the uptake of liquid material by cells from their external environment by the 'ruffling' of the cell membrane to form heterogeneously sized intracellular vesicles called macropinosomes, which can be up to 5 micrometers in size		[{'predicate': 'subClassOf', 'target': 'AbnormalPinocytosis'}]		MP:0031470	abnormal macropinocytosis	1.0	1.0	1.0	1.0	0.0	1	0	0	0
