# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-04 15:43:59.941050'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_hp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_hp_training
#   testing_set_collection: ont_hp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - relationships
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
AlteredLocationOfTheLongitudinalColumnInTheFibrousSheath	Altered location of the longitudinal column in the fibrous sheath	The fibrous sheath is a structure in the midpiece of the sperm flagellum surrounding the outer dense fibers. It comprises two longitudinal columns and tranverse ribs. In case of altered location of the longitudinal column in the fibrous sheath the symmetrical structure is lost, most commonly with the columns not being opposite to each other, which can be visualised by electron microscopy.		[{'predicate': 'subClassOf', 'target': 'AbnormalSpermTailMorphology'}]		HP:0034947	[{'predicate': 'subClassOf', 'target': 'AbnormalSpermTailMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
EntamoebaHistolyticaAntibodyPositiveInStool	Entamoeba histolytica antibody positive in stool	Demonstration of antibody directed against Entamoeba histolytica in stool.		[{'predicate': 'subClassOf', 'target': 'PositiveStoolInfectiousAgentTest'}]		HP:0034868	[{'predicate': 'subClassOf', 'target': 'PositiveStoolAntibodyTest'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AmelioratedByThiamine	Ameliorated by thiamine	Applies to a sign or symptom that is improved or made more bearable by treatment with thiamine.		[{'predicate': 'subClassOf', 'target': 'AmelioratedByExposureToMedication'}]		HP:0034538	[{'predicate': 'subClassOf', 'target': 'AmelioratedBy'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedEpidermalKeratin14ProteinExpression	Reduced epidermal keratin 14 protein expression	Amount of keratin 14 in the epidermis below the lower limit of normal. The findiong is typically ascertained by immunofluorescent microscopy.		[{'predicate': 'subClassOf', 'target': 'ReducedEpidermalKeratinProteinExpression'}]		HP:0035003	[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermisMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
VeganDiet	Vegan diet	A history of following a vegan diet characterized by avoidance of food sourced from animals including meet, fish, and dairy products.		[{'predicate': 'subClassOf', 'target': 'NutritionHistory'}]		HP:4000172	[{'predicate': 'subClassOf', 'target': 'Diet'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalKeratinocyteMorphology	Abnormal keratinocyte morphology	Any structural anomaly of the keratinocyte. The keratinocyte is the major cell type of the epidermis and is responsible for generating the protective barrier.		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalMorphology'}]		HP:0034702	[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalCellMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
BentSpermNeck	Bent sperm neck	Sharply angled insertion of the neck and midpiece into the head of a spermatozoon. This term applies if the proportion of spermatozoa with this feature is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalSpermNeckMorphology'}]		HP:0034959	[{'predicate': 'subClassOf', 'target': 'AbnormalSpermMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MedicationHistory	Medication history	Information about current or past medications taken by an individual.		[{'predicate': 'subClassOf', 'target': 'PastMedicalHistory'}]		HP:4000112	[{'predicate': 'subClassOf', 'target': 'MedicalHistory'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedErythrocyteGlutathioneConcentration	Reduced erythrocyte glutathione concentration	Concentration of glutathione in red blood cells below the lower limit of normal. Glutathione (GSH) is an important redox active biomolecule critical in the maintenance and regulation of cellular and organismal health.		[{'predicate': 'subClassOf', 'target': 'AbnormalErythrocyteMetaboliteConcentration'}]		HP:0034738	[{'predicate': 'subClassOf', 'target': 'AbnormalErythrocyteMetaboliteConcentration'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
MuscleFiberGranulofilamentousInclusionBodies	Muscle fiber granulofilamentous inclusion bodies	The presence of inclusion bodies within the cytoplasm of muscle cells that contain a mxiture of granules and filaments.		[{'predicate': 'subClassOf', 'target': 'MuscleFiberInclusionBodies'}]		HP:0034635	[{'predicate': 'subClassOf', 'target': 'MuscleFiberInclusionBodies'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
FetalCytarabineExposure	Fetal cytarabine exposure	A history of exposure during pregnancy of the mother of a fetus or child to cytarabine.		[{'predicate': 'subClassOf', 'target': 'FetalExposureHistory'}]		HP:0034847	[{'predicate': 'subClassOf', 'target': 'PregnancyExposure'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
LipidLadenLymphNodeMacrophages	Lipid-laden lymph node macrophages	Lymph node with increased numbers of macrophages heavily laden with lipids.		[{'predicate': 'subClassOf', 'target': 'AbnormalLymphNodeCellComposition'}]		HP:0034583	[{'predicate': 'subClassOf', 'target': 'AbnormalLymphNodeMacrophageMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
CalciumChannelBlockerExposure	Calcium channel blocker exposure	History of having taken a calcium channel blocker such as amlodipine, nicardipine, nifedipine, verapamil, or diltiazem.		[{'predicate': 'subClassOf', 'target': 'MedicationHistory'}]		HP:4000119	[{'predicate': 'subClassOf', 'target': 'HistoryOfMedicationUse'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AsymmetricalInsertionOfTheMidpieceIntoTheHead	Asymmetrical insertion of the midpiece into the head	Insertion of the neck and midpiece into the head of a spermatozoon on an axis that diverges from the midline axis of the spermatozoon head. This term applies if the proportion of spermatozoa with this defect is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalSpermMidPieceMorphology'}]		HP:0034958	[{'predicate': 'subClassOf', 'target': 'AbnormalSpermMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
TrachealRupture	Tracheal rupture	A break or tear in the trachea.		[{'predicate': 'subClassOf', 'target': 'AbnormalTrachealMorphology'}]		HP:0034531	[{'predicate': 'subClassOf', 'target': 'AbnormalTrachealMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
MaternalHyperthyroidism	Maternal hyperthyroidism	The mother of a fetus or index patient has a history of hyperthyroidism during the corresponding pregnancy.		[{'predicate': 'subClassOf', 'target': 'PregnancyHistory'}]		HP:0034778	[{'predicate': 'subClassOf', 'target': 'ThyroidDiseaseInPregnancy'}, {'predicate': 'subClassOf', 'target': 'Hyperthyroidism'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
ReducedEpidermalBullousPemphigoidAntigen1ProteinExpression	Reduced epidermal bullous pemphigoid antigen 1 protein expression	Lower than normal amount of bullous pemphigoid antigen 1 (BP230) in the epidermis.		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalProteinExpression'}]		HP:0034576	[{'predicate': 'subClassOf', 'target': 'AbnormalProteinExpression'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SharkTeeth	Shark teeth	Eruption of permanent teeth behind deciduous (baby) teeth before they have fallen out, resulting in a double row of teeth. This phenomen is typically observed between the ages of 5 to 7 years.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfDentalEruption'}]		HP:4000168	[{'predicate': 'subClassOf', 'target': 'AbnormalityOfToothEruption'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PerivascularSmallIntestinalHyalineDeposition	Perivascular small intestinal hyaline deposition	Deposition of a largely amorphous hyaline (transparent and homogeneous) substance around blood vessels in the wall of the small intestine.		[{'predicate': 'subClassOf', 'target': 'AbnormalSmallIntestineMorphology'}]		HP:0034926	[{'predicate': 'subClassOf', 'target': 'AbnormalSmallIntestineMorphology'}, {'predicate': 'subClassOf', 'target': 'VascularHyalosis'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
ReducedMuscleEnolaseActivity	Reduced muscle enolase activity	Diminished activity of the enzyme enolase in muscle tissue. The enzyme enolase catalyzes the interconversion of 2-phosphoglycerate and phosphoenolpyruvate. In adult human muscle, over 90% of enolase activity is accounted for by the beta-enolase subunit, the protein product of the ENO3 gene.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeActivityInMuscleTissue'}]		HP:0034633	[{'predicate': 'subClassOf', 'target': 'AbnormalMuscleTissueEnzymeActivityOrLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedCirculatingApolipoproteinEConcentration	Elevated circulating apolipoprotein E concentration	Concentration of apolipoprotein E above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'IncreasedCirculatingApolipoproteinCirculation'}]		HP:0034912	[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingApolipoproteinConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AlternatingLaterality	Alternating laterality	Occuring on the left and right in succession. This term can refer to alternating sides of the body (e.g., Alternating hemiplegia) or alternative sides of the visual field (e.g., some migraine auras).		[{'predicate': 'subClassOf', 'target': 'Laterality'}]		HP:4000152	[{'predicate': 'subClassOf', 'target': 'Laterality'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
DecreasedUrinaryNorepinephrineLevel	Decreased urinary norepinephrine level	The concentration of norepinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034875	[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedCirculatingNorepinephrineConcentration	Decreased circulating norepinephrine concentration	Concentration of norepinephrin in the blood circulation below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034874	[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingCatecholamineConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalKneeMorphology	Abnormal knee morphology	A structural abnormality of the knee joint or surrounding structures.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheKnee'}]		HP:0034669	[{'predicate': 'subClassOf', 'target': 'AbnormalityOfLowerLimbJoint'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalReteRidgeMorphology	Abnormal rete ridge morphology	"Abnormal structure of the rete ridges (also known as rete pegs), which are
downward projections of epithelium surrounding the connective tissue papillae in between the dermal papillae."		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalMorphology'}]		HP:0034767	[{'predicate': 'subClassOf', 'target': 'AbnormalSkinMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedLeukocyteSteroidSulfataseActivity	Reduced leukocyte steroid sulfatase activity	Concentration or activity of an arylsulfatase C as measured in leukocytes is below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalLeukocyteEnzymeConcentrationOrActivity'}]		HP:0034862	[{'predicate': 'subClassOf', 'target': 'AbnormalLeukocyteEnzymeLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
WideCavumSeptumPellucidum	Wide cavum septum pellucidum	Width of the cavum septum pellucidum above the upper limit of normal, which is defined as a separation of greater than one cm of the leaves of the cavum septum pellucidum.		[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]		HP:0034964	[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
AbnormalLeukocyteEnzymeConcentrationOrActivity	Abnormal leukocyte enzyme concentration or activity	Concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}]		HP:0034858	[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
OccipitalHorn	Occipital horn	Downward pointing exostoses of the occipital bone situated in the tendinous insertions of the sternocleidomastoid and trapezius muscles.		[{'predicate': 'subClassOf', 'target': 'AbnormalOccipitalBoneMorphology'}]		HP:0034975	[{'predicate': 'subClassOf', 'target': 'OccipitalBoneExostoses'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PulmonaryLangerhansCellHistiocytosis	Pulmonary Langerhans cell histiocytosis	Accumulation of monoclonal CD1a-positive Langerhans cells in the bronchioles and alveolar interstitium that can cause damage to the lungs.		[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]		HP:0034769	[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
ElevatedUrinaryFormiminoglutamicAcidLevel	Elevated urinary formiminoglutamic acid level	The concentration of formiminoglutamic acid in the urine, normalized for urine concentration, is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'DicarboxylicAciduria'}]		HP:0034742	[{'predicate': 'subClassOf', 'target': 'ElevatedUrinaryCarboxylicAcid'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedCirculatingAntidiureticHormoneConcentration	Decreased circulating antidiuretic hormone concentration	Concentration of antidiuretic hormone, also known as vasopressin, is below the lower limit of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034897	[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingVasopressinConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DuodenalGastrinoma	Duodenal gastrinoma	A gastrinoma, a neuroendocrine tumors characterized by the secretion of gastrin with resultant excessive gastric acid production, that is localized to the duodenum.		[{'predicate': 'subClassOf', 'target': 'NeoplasmOfTheSmallIntestine'}]		HP:0034953	[{'predicate': 'subClassOf', 'target': 'Gastrinoma'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedUrinaryEpinephrineLevel	Decreased urinary epinephrine level	The concentration of epinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034871	[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedUrineErythritolLevel	Elevated urine erythritol level	Amount of erythritol in the urine above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineCarbohydrateLevel'}]		HP:0034613	[{'predicate': 'subClassOf', 'target': 'AbnormalUrineCarbohydrateLevel'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
OvarianFibrosis	Ovarian fibrosis	Excessive proliferation of fibroblasts and deposition of extracellular matrix within the ovary.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheOvary'}]		HP:0034571	[{'predicate': 'subClassOf', 'target': 'AbnormalOvarianMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
RhabdoidTumorOfTheOvary	Rhabdoid tumor of the ovary	A highly aggressive, extremely rare neoplasm of the ovary that is usually seen in children. The term rhabdoid is used because the tumor cells resemble rhabdomyoblasts but lack myogenic markers.		[{'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]		HP:0034558	[{'predicate': 'subClassOf', 'target': 'OvarianNeoplasm'}, {'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0
AbsenceOfPeroxisomes	Absence of peroxisomes	Lack of observable peroxisomes. This feature can be observed by immunohistochemical staining of cultured cells (such as fibroblasts) or by electronmicroscopy.		[{'predicate': 'subClassOf', 'target': 'AbnormalPeroxisomalMorphology'}]		HP:0034553	[{'predicate': 'subClassOf', 'target': 'AbnormalPeroxisomeMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AbnormalExtrahepaticBileDuctMorphology	Abnormal extrahepatic bile duct morphology			[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]		HP:0035013	[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0
