model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	1	1.0	[]	[('subClassOf', 'CornealDystrophy')]	[('HasCharacteristic', 'HasASyndromicPresentation')]	[('subClassOf', 'SyndromicDisease')]	[]	[{'term_id': 'MONDO:0020215', 'term_label': 'obsolete syndromic corneal dystrophy', 'pred': 'HasCharacteristic', 'predicted_tgt': 'HasASyndromicPresentation', 'outcome': 'fp'}, {'term_id': 'MONDO:0020215', 'term_label': 'obsolete syndromic corneal dystrophy', 'pred': 'subClassOf', 'expected_tgt': 'CornealDystrophy', 'outcome': 'true_positive'}]	SyndromicCornealDystrophy	syndromic corneal dystrophy	A corneal dystrophy (disease) that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'CornealDystrophy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CornealDystrophy'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0020215	[{'predicate': 'subClassOf', 'target': 'CornealDystrophy'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'LymphoproliferativeSyndrome')]	['PrimaryImmunodeficiencyDisease']	[]	AutosomalRecessiveLymphoproliferativeDisease	autosomal recessive lymphoproliferative disease	A rare combined T and B cell immunodeficiency with a predisposition to lymphoproliferative syndrome. It is characterized by persistent symptomatic EBV-viremia and hypogammaglobulinemia variably presenting with fever, lymphadenopathy and systemic inflammatory conditions including hepatitis, pneumonia and sepsis. It may be associated with lymphoma, hemophagocytic lymphohistiocytosis, and aplastic anemia.		[{'predicate': 'subClassOf', 'target': 'LymphoproliferativeSyndrome'}]		MONDO:0016536	[{'predicate': 'subClassOf', 'target': 'PrimaryImmunodeficiencyDisease'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'EpidermalDisease')]	['Keratoderma']	[]	Acrokeratoderma	acrokeratoderma			[{'predicate': 'subClassOf', 'target': 'EpidermalDisease'}]		MONDO:0019271	[{'predicate': 'subClassOf', 'target': 'Keratoderma'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	0.5	[('subClassOf', 'ReproductiveSystemDisorder', 'PredictedMoreGeneralThan', 'FemaleReproductiveSystemDisorder')]	[]	[]	[]	[]	[{'term_id': 'MONDO:0015860', 'term_label': 'obsolete anomaly of puberty or/and menstrual cycle', 'pred': 'subClassOf', 'expected_tgt': 'FemaleReproductiveSystemDisorder', 'outcome': 'tp[more_general]'}]	AnomalyOfPubertyOrAndMenstrualCycle	anomaly of puberty or/and menstrual cycle			[{'predicate': 'subClassOf', 'target': 'FemaleReproductiveSystemDisorder'}]		MONDO:0015860	[{'predicate': 'subClassOf', 'target': 'ReproductiveSystemDisorder'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	0	2.0	[('subClassOf', 'MONDO:0019797', 'PredictedMoreSpecificThan', 'MandibulofacialDysostosis'), ('subClassOf', 'MONDO:0019797', 'PredictedMoreSpecificThan', 'HereditaryOtorhinolaryngologicDisease')]	[('subClassOf', 'AcrodysostosisWithMultipleHormoneResistance')]	[]	[('subClassOf', 'Polyendocrinopathy'), ('subClassOf', 'AcrofacialDysostosis')]	[]	[]	AcrodysostosisWithMultipleHormoneResistance	acrodysostosis with multiple hormone resistance			[{'predicate': 'subClassOf', 'target': 'Polyendocrinopathy'}, {'predicate': 'subClassOf', 'target': 'MandibulofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'AcrofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'HereditaryOtorhinolaryngologicDisease'}]		MONDO:0017240	[{'predicate': 'subClassOf', 'target': 'AcrodysostosisWithMultipleHormoneResistance'}, {'predicate': 'subClassOf', 'target': 'Acrodysostosis'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	1	1.0	[]	[]	[('subClassOf', 'DisorderOfSexualDifferentiation')]	[('subClassOf', '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess')]	[]	[{'term_id': 'MONDO:0019608', 'term_label': 'obsolete 46,XX disorder of sex development induced by maternal-derived androgen', 'pred': 'subClassOf', 'predicted_tgt': 'DisorderOfSexualDifferentiation', 'outcome': 'fp'}]	46XXDisorderOfSexDevelopmentInducedByMaternalDerivedAndrogen	46,XX disorder of sex development induced by maternal-derived androgen			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess'}]		MONDO:0019608	[{'predicate': 'subClassOf', 'target': 'DisorderOfSexualDifferentiation'}, {'predicate': 'HasCause', 'target': 'Androgen'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	1	0.0	[]	[('subClassOf', 'CapMyopathy')]	[('HasMaterialBasisInGermlineMutationIn', 'TPM3')]	[]	[]	[{'term_id': 'MONDO:0800342', 'term_label': 'obsolete cap myopathy 2', 'pred': 'HasMaterialBasisInGermlineMutationIn', 'predicted_tgt': 'TPM3', 'outcome': 'fp'}, {'term_id': 'MONDO:0800342', 'term_label': 'obsolete cap myopathy 2', 'pred': 'subClassOf', 'expected_tgt': 'CapMyopathy', 'outcome': 'true_positive'}]	CapMyopathy2	cap myopathy 2			[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'TPM3'}, {'predicate': 'subClassOf', 'target': 'CapMyopathy'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	4.0	[]	[]	[]	[('HasCharacteristic', 'Rare'), ('DiseaseHasBasisInDisruptionOf', 'IntestinalAbsorption'), ('DiseaseHasBasisInDisruptionOf', 'VitaminTransport'), ('subClassOf', 'MalabsorptionSyndrome')]	['IntestinalDisease', 'VitaminAbsorptionAnomaly']	[]	IntestinalDiseaseDueToVitaminAbsorptionAnomaly	intestinal disease due to vitamin absorption anomaly			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'IntestinalAbsorption'}, {'predicate': 'DiseaseHasBasisInDisruptionOf', 'target': 'VitaminTransport'}, {'predicate': 'subClassOf', 'target': 'MalabsorptionSyndrome'}]		MONDO:0015179	[{'predicate': 'subClassOf', 'target': 'IntestinalDisease'}, {'predicate': 'subClassOf', 'target': 'VitaminAbsorptionAnomaly'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	3.0	[]	[]	[]	[('subClassOf', 'ImmuneSystemCancer'), ('subClassOf', 'PrimaryCutaneousBCellLymphoma'), ('subClassOf', 'AggressiveBCellNonHodgkinLymphoma')]	['PrimaryCutaneousDiffuseLargeBCellLymphoma']	[]	AggressivePrimaryCutaneousBCellLymphoma	aggressive primary cutaneous B-cell lymphoma			[{'predicate': 'subClassOf', 'target': 'ImmuneSystemCancer'}, {'predicate': 'subClassOf', 'target': 'PrimaryCutaneousBCellLymphoma'}, {'predicate': 'subClassOf', 'target': 'AggressiveBCellNonHodgkinLymphoma'}]		MONDO:0015818	[{'predicate': 'subClassOf', 'target': 'PrimaryCutaneousDiffuseLargeBCellLymphoma'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	3								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	0	2.0	[]	[('subClassOf', 'TeratogenicPierreRobinSyndrome')]	[]	[('subClassOf', 'DisorderOfDevelopmentOrMorphogenesis'), ('subClassOf', 'OtorhinolaryngologicDisease')]	['PierreRobinSyndrome']	[]	TeratogenicPierreRobinSyndrome	teratogenic Pierre Robin syndrome			[{'predicate': 'subClassOf', 'target': 'DisorderOfDevelopmentOrMorphogenesis'}, {'predicate': 'subClassOf', 'target': 'OtorhinolaryngologicDisease'}]		MONDO:0015323	[{'predicate': 'subClassOf', 'target': 'TeratogenicPierreRobinSyndrome'}, {'predicate': 'subClassOf', 'target': 'PierreRobinSyndrome'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	0	0.0	[]	[('subClassOf', 'AutosomalRecessiveComplexSpasticParaplegia')]	[]	[]	[]	[{'term_id': 'MONDO:0858990', 'term_label': 'obsolete autosomal recessive spastic paraplegia type 85', 'pred': 'subClassOf', 'expected_tgt': 'AutosomalRecessiveComplexSpasticParaplegia', 'outcome': 'true_positive'}]	AutosomalRecessiveSpasticParaplegiaType85	autosomal recessive spastic paraplegia type 85			[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]		MONDO:0858990	[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveComplexSpasticParaplegia'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	0	0.0	[]	[('subClassOf', 'ProgressiveMyoclonusEpilepsy')]	[]	[]	[]	[{'term_id': 'MONDO:0035160', 'term_label': 'obsolete progressive myoclonic epilepsy with neuroserpin inclusion bodies', 'pred': 'subClassOf', 'expected_tgt': 'ProgressiveMyoclonusEpilepsy', 'outcome': 'true_positive'}]	ProgressiveMyoclonicEpilepsyWithNeuroserpinInclusionBodies	progressive myoclonic epilepsy with neuroserpin inclusion bodies			[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]		MONDO:0035160	[{'predicate': 'subClassOf', 'target': 'ProgressiveMyoclonusEpilepsy'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	0	2.0	[]	[]	[]	[('HasCharacteristic', 'Rare'), ('subClassOf', 'NeuroepithelialNeoplasm')]	['NeoplasmBySite']	[]	NeuronalTumor	neuronal tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'NeuroepithelialNeoplasm'}]		MONDO:0016726	[{'predicate': 'subClassOf', 'target': 'NeoplasmBySite'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	0	0.0	[]	[('subClassOf', 'EyelidDisorder')]	[]	[]	[]	[{'term_id': 'MONDO:0020155', 'term_label': 'obsolete eyelid border anomaly', 'pred': 'subClassOf', 'expected_tgt': 'EyelidDisorder', 'outcome': 'true_positive'}]	EyelidBorderAnomaly	eyelid border anomaly			[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}]		MONDO:0020155	[{'predicate': 'subClassOf', 'target': 'EyelidDisorder'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	0	1	2.0	[]	[]	[('subClassOf', 'CongenitalMuscularDystrophy')]	[('subClassOf', 'DisorderOfOMannosylglycanSynthesis'), ('subClassOf', 'MuscularDystrophyDystroglycanopathy')]	[]	[{'term_id': 'MONDO:0018277', 'term_label': 'obsolete congenital muscular dystrophy with cerebellar involvement', 'pred': 'subClassOf', 'predicted_tgt': 'CongenitalMuscularDystrophy', 'outcome': 'fp'}]	CongenitalMuscularDystrophyWithCerebellarInvolvement	congenital muscular dystrophy with cerebellar involvement			[{'predicate': 'subClassOf', 'target': 'DisorderOfOMannosylglycanSynthesis'}, {'predicate': 'subClassOf', 'target': 'MuscularDystrophyDystroglycanopathy'}]		MONDO:0018277	[{'predicate': 'subClassOf', 'target': 'CongenitalMuscularDystrophy'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	2								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	1	1.0	[]	[('subClassOf', 'RetinalCiliopathy')]	[('HasMaterialBasisInGermlineMutationIn', 'RPGR')]	[('subClassOf', 'RPGRRelatedRetinopathy')]	[]	[{'term_id': 'MONDO:0022399', 'term_label': 'obsolete retinal ciliopathy due to mutation in the RPGR gene', 'pred': 'HasMaterialBasisInGermlineMutationIn', 'predicted_tgt': 'RPGR', 'outcome': 'fp'}, {'term_id': 'MONDO:0022399', 'term_label': 'obsolete retinal ciliopathy due to mutation in the RPGR gene', 'pred': 'subClassOf', 'expected_tgt': 'RetinalCiliopathy', 'outcome': 'true_positive'}]	RetinalCiliopathyDueToMutationInTheRPGRGene	retinal ciliopathy due to mutation in the RPGR gene			[{'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'subClassOf', 'target': 'RPGRRelatedRetinopathy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RetinalCiliopathy'}, {'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}]	MONDO:0022399	[{'predicate': 'HasMaterialBasisInGermlineMutationIn', 'target': 'RPGR'}, {'predicate': 'subClassOf', 'target': 'RetinalCiliopathy'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
gpt-4	openai:	False	2023-09-02 15:17:37.550870	2023-09-02 15:21:01.111722	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-gpt-4	db	db	ont_mondo		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_mondo_training', 'testing_set_collection': 'ont_mondo_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.31133333333333335, 'recall': 0.3283333333333333, 'f1_score': 0.30838095238095237, 'accuracy': 0.264, 'specificity': 0.0, 'true_positives': 24, 'true_negatives': 0, 'false_positives': 62, 'false_negatives': 67}	mondo	all	1	1	3.0	[]	[('DiseaseHasLocation', 'DigestiveTract')]	[('HasCharacteristic', 'Inherited')]	[('HasCharacteristic', 'Rare'), ('subClassOf', 'HereditaryDisease'), ('subClassOf', 'DigestiveSystemNeoplasm')]	['Neoplasm_MONDO:0005070']	[{'term_id': 'MONDO:0017128', 'term_label': 'obsolete inherited digestive tract tumor', 'pred': 'HasCharacteristic', 'predicted_tgt': 'Inherited', 'outcome': 'fp'}, {'term_id': 'MONDO:0017128', 'term_label': 'obsolete inherited digestive tract tumor', 'pred': 'DiseaseHasLocation', 'expected_tgt': 'DigestiveTract', 'outcome': 'true_positive'}]	InheritedDigestiveTractTumor	inherited digestive tract tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}, {'predicate': 'subClassOf', 'target': 'HereditaryDisease'}, {'predicate': 'subClassOf', 'target': 'DigestiveSystemNeoplasm'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}]	MONDO:0017128	[{'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'DiseaseHasLocation', 'target': 'DigestiveTract'}]	0.3333333333333333	0.25	0.2857142857142857	0.1666666666666666	0.0	1	0	2	3								
